event_id,matched_to_event_id,market,index_name,event_ticker,security_name,event_phase,event_type,inclusion,treatment_group,batch_id,announce_date,effective_date,event_date,sector,car_p0_p5,car_p0_p20,car_p0_p60,car_p0_p120,pre_event_return,log_mkt_cap,turnover_change,volume_change,volatility_change
CN-csi300-600219-20220527-20220610-add-01,,CN,CSI300,600219,南山铝业,effective,addition,1,1,csi300-2022-05,2022-05-27,2022-06-10,2022-06-10,有色金属冶炼和压延加工业,-0.021757999999999902,-0.0716649999999998,-0.019718999999999987,0.08994500000000005,0.13299450112872502,24.498764576667195,0.0027855999999999827,0.3081077367962628,-0.010099774982780797
CN-csi300-600233-20211126-20211210-del-01,,CN,CSI300,600233,圆通速递,announce,deletion,0,1,csi300-2021-11,2021-11-26,2021-12-10,2021-11-26,邮政业,0.0469800000000002,0.09336700000000048,0.17402300000000012,0.47969199999999973,0.10098642744282849,24.638214817271912,-0.004413966666666666,-0.38691476990781126,-0.011715069428702235
CN-csi300-600233-20211126-20211210-del-01,,CN,CSI300,600233,圆通速递,effective,deletion,0,1,csi300-2021-11,2021-11-26,2021-12-10,2021-12-10,邮政业,-0.0145259999999999,-0.0060019999999997966,0.21528299999999959,0.41021499999999966,0.25813447873578865,24.841786920004814,-0.0006302666666666854,-0.09156252612751814,-0.009259008624878658
CN-csi300-600299-20211126-20211210-del-01,,CN,CSI300,600299,安迪苏,announce,deletion,0,1,csi300-2021-11,2021-11-26,2021-12-10,2021-11-26,食品制造业,-0.029520000000000098,-0.02163299999999981,0.049323000000000505,-0.02760799999999978,-0.06981557989132425,24.208765717153263,9.799999999983867e-06,0.0030269914901062123,0.004774833847418973
CN-csi300-600299-20211126-20211210-del-01,,CN,CSI300,600299,安迪苏,effective,deletion,0,1,csi300-2021-11,2021-11-26,2021-12-10,2021-12-10,食品制造业,-0.0177259999999998,0.084898,0.046583000000000166,0.019215000000000454,-0.026284785759138618,24.212865763908006,0.0007392000000000227,0.21718726322323434,-0.0018523414985111997
CN-csi300-600332-20251128-20251212-del-01,,CN,CSI300,600332,白云山,announce,deletion,0,1,csi300-2025-11,2025-11-28,2025-12-12,2025-11-28,医药制造业,-0.0113230000000001,-0.029799,-0.0772360000000001,-0.0772360000000001,-0.015613028664095085,24.461183951066417,0.0003423666666666665,0.04846172845483565,-0.0032029270763401846
CN-csi300-600332-20251128-20251212-del-01,,CN,CSI300,600332,白云山,effective,deletion,0,1,csi300-2025-11,2025-11-28,2025-12-12,2025-12-12,医药制造业,-0.0009069999999998994,-0.058718999999999896,-0.0618099999999999,-0.0618099999999999,-0.05855214338832615,24.4538038437762,0.005441966666666666,0.5326432008633297,0.0030602404361220106
CN-csi300-600340-20211126-20211210-del-01,,CN,CSI300,600340,华夏幸福,announce,deletion,0,1,csi300-2021-11,2021-11-26,2021-12-10,2021-11-26,房地产业,-0.04192,0.055167000000000015,-0.024377000000000065,0.25889199999999984,-0.031070479164693077,23.329022841723745,0.0004396000000000018,0.052440025301176973,-0.009375638884952554
CN-csi300-600340-20211126-20211210-del-01,,CN,CSI300,600340,华夏幸福,effective,deletion,0,1,csi300-2021-11,2021-11-26,2021-12-10,2021-12-10,房地产业,0.03647400000000012,0.1349980000000001,0.01148299999999982,0.2665150000000002,-0.04649196773299691,23.34051722117311,0.009819400000000002,0.43547891063208155,0.022082165147478253
CN-csi300-600372-20231124-20231208-add-01,,CN,CSI300,600372,中航机载,announce,addition,1,1,csi300-2023-11,2023-11-24,2023-12-08,2023-11-24,铁路、船舶、航空航天和其他运输设备制造业,-0.015869000000000008,-0.0020629999999998948,-0.10237899999999948,-0.1252979999999998,0.006878106243681126,24.90115966815583,0.0007110666666666869,0.21223692166650565,-0.0014012873007932941
CN-csi300-600372-20231124-20231208-add-01,,CN,CSI300,600372,中航机载,effective,addition,1,1,csi300-2023-11,2023-11-24,2023-12-08,2023-12-08,铁路、船舶、航空航天和其他运输设备制造业,0.006889999999999903,-0.008628999999999786,-0.11173899999999942,-0.06250599999999992,-0.06239350996878301,24.850178678581607,0.002086566666666706,0.405380211430856,-0.0016335820578422013
CN-csi300-600377-20241129-20241213-add-01,,CN,CSI300,600377,宁沪高速,announce,addition,1,1,csi300-2024-11,2024-11-29,2024-12-13,2024-11-29,道路运输业,-0.018242,0.050285,0.09789799999999994,0.14080099999999954,0.1076105601481514,24.975704402793323,0.001628833333333322,0.40084080532383837,0.010185218370362847
CN-csi300-600377-20241129-20241213-add-01,,CN,CSI300,600377,宁沪高速,effective,addition,1,1,csi300-2024-11,2024-11-29,2024-12-13,2024-12-13,道路运输业,0.05700300000000001,0.1359269999999999,0.016480000000000113,0.16071499999999972,0.07253050777083603,24.98070977613239,0.000711266666666671,0.12563460648803115,0.006167084101948122
CN-csi300-600383-20231124-20231208-del-01,,CN,CSI300,600383,金地集团,announce,deletion,0,1,csi300-2023-11,2023-11-24,2023-12-08,2023-11-24,房地产业,-0.06656900000000002,-0.21026299999999978,-0.23847899999999955,-0.18689799999999984,0.0630853318668656,23.981516262165112,-0.004227499999999999,-0.16538292089571982,-0.0025631044193280966
CN-csi300-600383-20231124-20231208-del-01,,CN,CSI300,600383,金地集团,effective,deletion,0,1,csi300-2023-11,2023-11-24,2023-12-08,2023-12-08,房地产业,-0.061009999999999995,-0.1629289999999997,-0.20583899999999927,-0.1932059999999998,-0.07943675853592502,23.84400872113077,0.008191866666666662,0.37026181276839765,-0.006780489349456836
CN-csi300-600415-20240531-20240614-add-01,,CN,CSI300,600415,小商品城,announce,addition,1,1,csi300-2024-05,2024-05-31,2024-06-14,2024-05-31,商务服务业,0.052765999999999896,0.000474999999999913,0.11965899999999974,0.4498469999999999,-0.08133572679613743,24.509590616522562,0.00015133333333333578,0.021649929962791248,0.0009534517542178905
CN-csi300-600415-20240531-20240614-add-01,,CN,CSI300,600415,小商品城,effective,addition,1,1,csi300-2024-05,2024-05-31,2024-06-14,2024-06-14,商务服务业,-0.0677639999999999,-0.06468900000000011,0.1453349999999997,0.44942899999999986,0.0024871510414827824,24.55577136158856,0.0017100666666666877,0.21640340692007953,-0.0014795188952732054
CN-csi300-600460-20220527-20220610-add-01,,CN,CSI300,600460,士兰微,announce,addition,1,1,csi300-2022-05,2022-05-27,2022-06-10,2022-05-27,计算机、通信和其他电子设备制造业,0.05595599999999981,-0.03667599999999969,-0.051739999999999856,-0.06772099999999999,0.1270893628055465,24.855114904293014,0.00368616666666665,0.19441554618168055,0.0016845452291644365
CN-csi300-600460-20220527-20220610-add-01,,CN,CSI300,600460,士兰微,effective,addition,1,1,csi300-2022-05,2022-05-27,2022-06-10,2022-06-10,计算机、通信和其他电子设备制造业,-0.035958,0.04453500000000021,-0.08641900000000008,-0.14265500000000006,0.05544557019063978,24.904132367012853,0.0030679333333333315,0.13239908779727827,-0.002797782603700838
CN-csi300-600482-20211126-20211210-del-01,,CN,CSI300,600482,中国动力,announce,deletion,0,1,csi300-2021-11,2021-11-26,2021-12-10,2021-11-26,铁路、船舶、航空航天和其他运输设备制造业,0.007580000000000104,0.0514670000000003,0.06462299999999999,0.05239199999999972,0.07065952034823275,24.39401189152851,0.0011499666666666504,0.32072739293852237,0.009406367844982687
CN-csi300-600482-20211126-20211210-del-01,,CN,CSI300,600482,中国动力,effective,deletion,0,1,csi300-2021-11,2021-11-26,2021-12-10,2021-12-10,铁路、船舶、航空航天和其他运输设备制造业,0.012674000000000098,0.0350980000000002,0.0290829999999997,0.0009149999999997303,0.10763621385773825,24.47125810570729,-0.0011275333333333132,-0.21049289867531584,-0.0032990627094467914
CN-csi300-600482-20241129-20241213-add-02,,CN,CSI300,600482,中国动力,announce,addition,1,1,csi300-2024-11,2024-11-29,2024-12-13,2024-11-29,铁路、船舶、航空航天和其他运输设备制造业,0.041758,0.08258499999999991,-0.012702000000000206,-0.001799000000000924,0.012367461939827962,24.639771823820553,0.0008386999999999995,0.08307101431776687,-0.0020147385173218575
CN-csi300-600482-20241129-20241213-add-02,,CN,CSI300,600482,中国动力,effective,addition,1,1,csi300-2024-11,2024-11-29,2024-12-13,2024-12-13,铁路、船舶、航空航天和其他运输设备制造业,0.0451030000000001,0.02182699999999979,-0.0476200000000002,-0.008085000000000595,0.0036915846201324154,24.708418854128,0.006202099999999981,0.4200686882097422,-0.0024873416302124453
CN-csi300-600489-20231124-20231208-add-01,,CN,CSI300,600489,中金黄金,announce,addition,1,1,csi300-2023-11,2023-11-24,2023-12-08,2023-11-24,有色金属矿采选业,0.058431000000000004,0.009737000000000218,0.03912100000000022,0.35590199999999933,-0.07194536062969958,24.635774037848194,0.0019389666666666857,0.2582574427745534,0.007454873802364348
CN-csi300-600489-20231124-20231208-add-01,,CN,CSI300,600489,中金黄金,effective,addition,1,1,csi300-2023-11,2023-11-24,2023-12-08,2023-12-08,有色金属矿采选业,-0.058009999999999895,-0.059228999999999796,0.016061000000000186,0.2884939999999995,0.04186579535014001,24.669126343120354,0.0020167000000000206,0.22249813653201045,-0.006470091697758314
CN-csi300-600515-20231124-20231208-add-01,,CN,CSI300,600515,海南机场,announce,addition,1,1,csi300-2023-11,2023-11-24,2023-12-08,2023-11-24,房地产业,0.089331,0.024737000000000103,0.0006210000000001865,-0.11769799999999991,0.023852678889864753,24.504569238609772,0.002924333333333317,0.7700989283629767,0.01358186238259224
CN-csi300-600515-20231124-20231208-add-01,,CN,CSI300,600515,海南机场,effective,addition,1,1,csi300-2023-11,2023-11-24,2023-12-08,2023-12-08,房地产业,-0.07050999999999989,-0.13532899999999978,-0.1618389999999993,-0.24870599999999982,0.09520889562278434,24.579792659834148,0.001980800000000004,0.24472391443356045,-0.007579540117856536
CN-csi300-600521-20211126-20211210-del-01,,CN,CSI300,600521,华海药业,announce,deletion,0,1,csi300-2021-11,2021-11-26,2021-12-10,2021-11-26,医药制造业,0.0304799999999999,-0.012232999999999999,0.2228229999999995,0.19559199999999966,0.09708830155583392,24.134333021962057,-0.0013282666666666644,-0.11850445968161338,0.0031458492931675467
CN-csi300-600521-20211126-20211210-del-01,,CN,CSI300,600521,华海药业,effective,deletion,0,1,csi300-2021-11,2021-11-26,2021-12-10,2021-12-10,医药制造业,-0.0547259999999999,0.1595979999999999,0.47508299999999953,0.19081500000000004,0.00976886661683074,24.17201864086134,0.0007338333333333173,0.07678510841928698,0.005678910320122835
CN-csi300-600522-20211126-20211210-del-01,,CN,CSI300,600522,中天科技,announce,deletion,0,1,csi300-2021-11,2021-11-26,2021-12-10,2021-11-26,电气机械和器材制造业,-0.05422,-0.06753299999999977,0.18422299999999991,0.3011919999999997,0.8092077785496705,24.692669141557243,-0.0003113333333333648,-0.006025277249321448,0.024539868562294863
CN-csi300-600522-20211126-20211210-del-01,,CN,CSI300,600522,中天科技,effective,deletion,0,1,csi300-2021-11,2021-11-26,2021-12-10,2021-12-10,电气机械和器材制造业,0.12867400000000012,-0.05330199999999999,0.3179829999999996,0.34991499999999964,0.019419779208289745,24.705489720082767,0.005334066666666658,0.16399386323499598,-0.0006665080631990533
CN-csi300-600522-20251128-20251212-add-02,,CN,CSI300,600522,中天科技,announce,addition,1,1,csi300-2025-11,2025-11-28,2025-12-12,2025-11-28,电气机械和器材制造业,0.044376999999999896,0.12940100000000018,0.0899639999999999,0.0899639999999999,-0.06997881127940131,24.712117717277113,0.005452733333333334,0.28280951285303146,0.0040385293201960736
CN-csi300-600522-20251128-20251212-add-02,,CN,CSI300,600522,中天科技,effective,addition,1,1,csi300-2025-11,2025-11-28,2025-12-12,2025-12-12,电气机械和器材制造业,0.0740930000000001,0.015580999999999907,0.02088999999999991,0.02088999999999991,0.013590500022428342,24.786992958667337,0.021712533333333332,0.6722280556374436,0.016954957641910462
CN-csi300-600535-20200601-20200615-del-01,,CN,CSI300,600535,天士力,announce,deletion,0,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-01,医药制造业,-0.037570000000000096,0.1258909999999999,0.0243750000000003,-0.0661319999999997,0.07332071909362625,23.829060464471937,0.002825700000000004,0.3296104774005677,2.6051421067579267e-06
CN-csi300-600535-20200601-20200615-del-01,,CN,CSI300,600535,天士力,effective,deletion,0,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-15,医药制造业,0.005782000000000107,0.09795500000000015,0.1684810000000003,-0.09557899999999979,0.01301115183020296,23.80297799759338,0.005658633333333331,0.49556964031173933,0.010456269162540686
CN-csi300-600566-20200601-20200615-del-01,,CN,CSI300,600566,济川药业,announce,deletion,0,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-01,医药制造业,-0.004570000000000001,0.05539100000000001,-0.10622499999999921,-0.22383199999999912,0.055458714478824556,23.607830294736253,0.0009612999999999844,0.09761354378089315,-0.007682897583251285
CN-csi300-600566-20200601-20200615-del-01,,CN,CSI300,600566,济川药业,effective,deletion,0,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-15,医药制造业,0.028482000000000007,0.05135500000000031,-0.09461899999999919,-0.26407899999999934,0.0588401998759116,23.66448261011528,0.0019681333333333353,0.13413374396048994,-0.0014609602134951043
CN-csi300-600606-20240531-20240614-del-01,,CN,CSI300,600606,绿地控股,announce,deletion,0,1,csi300-2024-05,2024-05-31,2024-06-14,2024-05-31,土木工程建筑业,-0.069134,-0.24432500000000013,-0.225841,0.16024699999999997,-0.01582686651605425,24.002765252590514,-0.0006180666666666841,-0.08948788427208854,0.008276009432105495
CN-csi300-600606-20240531-20240614-del-01,,CN,CSI300,600606,绿地控股,effective,deletion,0,1,csi300-2024-05,2024-05-31,2024-06-14,2024-06-14,土木工程建筑业,-0.11386399999999999,-0.08598900000000019,-0.06286499999999998,0.36052899999999977,-0.13770380742580413,23.85476843836281,0.002787833333333321,0.3774422017355832,-0.010423388195553428
CN-csi300-600663-20200601-20200615-del-01,,CN,CSI300,600663,陆家嘴,announce,deletion,0,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-01,房地产业,-0.0316699999999999,-0.09350899999999959,-0.10222499999999901,-0.2268319999999985,0.08587501100739714,24.549930647950745,0.0006305666666666667,0.44028176201647007,0.0037286019267069592
CN-csi300-600663-20200601-20200615-del-01,,CN,CSI300,600663,陆家嘴,effective,deletion,0,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-15,房地产业,-0.0120179999999999,0.025855000000000405,-0.041218999999999395,-0.16767899999999888,-0.03560719388547684,24.508669189578214,0.0003004000000000199,0.16076478308796105,0.0055616144560576355
CN-csi300-600703-20211126-20211210-del-01,,CN,CSI300,600703,三安光电,announce,deletion,0,1,csi300-2021-11,2021-11-26,2021-12-10,2021-11-26,计算机、通信和其他电子设备制造业,-0.06092,0.01646700000000002,-0.1656770000000004,-0.3883080000000003,0.13442348810389615,25.82524608146924,0.0021083999999999617,0.1296313341447437,-0.010539638323289868
CN-csi300-600703-20211126-20211210-del-01,,CN,CSI300,600703,三安光电,effective,deletion,0,1,csi300-2021-11,2021-11-26,2021-12-10,2021-12-10,计算机、通信和其他电子设备制造业,-0.058326,-0.03440200000000012,-0.20161700000000055,-0.3876850000000002,0.03667153141946122,25.861905704964315,0.0019369000000000226,0.07503628790908579,-0.01900488218710667
CN-csi300-600705-20211126-20211210-del-01,,CN,CSI300,600705,中航产融,announce,deletion,0,1,csi300-2021-11,2021-11-26,2021-12-10,2021-11-26,,0.012979999999999998,0.0328670000000001,0.0828229999999998,0.07979199999999932,0.019980645166531197,24.251809361641932,0.00035906666666663326,0.1447242565488729,-0.0008250157923417878
CN-csi300-600705-20211126-20211210-del-01,,CN,CSI300,600705,中航产融,effective,deletion,0,1,csi300-2021-11,2021-11-26,2021-12-10,2021-12-10,,0.016374,0.06339800000000001,0.18528299999999948,0.09191499999999948,0.0026827581631885256,24.285274517950523,0.00022326666666663657,0.04394017509708803,0.0019741208853261286
CN-csi300-600732-20241129-20241213-del-01,,CN,CSI300,600732,爱旭股份,announce,deletion,0,1,csi300-2024-11,2024-11-29,2024-12-13,2024-11-29,电气机械和器材制造业,-0.077942,-0.32541499999999984,-0.07480200000000023,-0.28289900000000034,0.19376005310864897,24.052265934900912,-0.001849599999999979,-0.0457330161039593,-0.01596674147948383
CN-csi300-600732-20241129-20241213-del-01,,CN,CSI300,600732,爱旭股份,effective,deletion,0,1,csi300-2024-11,2024-11-29,2024-12-13,2024-12-13,电气机械和器材制造业,-0.13479699999999986,-0.2463730000000001,0.09047999999999991,-0.028285000000000147,-0.11755793231765166,23.937180632352725,-0.007707299999999976,-0.22568214571188605,-0.00882685638635003
CN-csi300-600733-20200601-20200615-del-01,,CN,CSI300,600733,北汽蓝谷,announce,deletion,0,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-01,汽车制造业,0.0014300000000000024,0.008491000000000106,-0.08002499999999949,0.21136800000000036,0.07734189173046713,23.740657205699055,0.00022790000000002218,0.01766772458850241,-0.004742119000694512
CN-csi300-600733-20200601-20200615-del-01,,CN,CSI300,600733,北汽蓝谷,effective,deletion,0,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-15,汽车制造业,-0.014217999999999904,-0.051344999999999495,-0.11191899999999949,0.046121000000000204,0.2224333468972144,23.868832399142917,-0.00498919999999998,-0.2947843785636728,0.007301162365362582
CN-csi300-600745-20200601-20200615-add-01,,CN,CSI300,600745,闻泰科技,announce,addition,1,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-01,计算机、通信和其他电子设备制造业,0.0516299999999999,0.1866500000000001,0.17070700000000066,-0.14557699999999904,0.008011054025946374,25.422909635332054,0.009943966666666658,0.3598005364494661,-0.0002818502921895366
CN-csi300-600745-20200601-20200615-add-01,,CN,CSI300,600745,闻泰科技,effective,addition,1,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-15,计算机、通信和其他电子设备制造业,0.11948200000000009,0.11785500000000028,-0.004118999999999325,-0.1777789999999991,-0.03791929043570663,25.513018412643643,0.008835666666666693,0.2240751240845249,0.008158048991987264
CN-csi300-600745-20250530-20250613-del-02,,CN,CSI300,600745,闻泰科技,announce,deletion,0,1,csi300-2025-05,2025-05-30,2025-06-13,2025-05-30,计算机、通信和其他电子设备制造业,-0.0623890000000001,-0.049805,0.0528779999999999,0.060682999999999765,0.0298760538871925,24.487072019802113,0.0002858333333333185,0.02903609620776848,0.00035869423798557884
CN-csi300-600745-20250530-20250613-del-02,,CN,CSI300,600745,闻泰科技,effective,deletion,0,1,csi300-2025-05,2025-05-30,2025-06-13,2025-06-13,计算机、通信和其他电子设备制造业,-0.011392,0.037625,0.12495599999999991,0.0757429999999996,-0.07485846076034985,24.4134081837256,0.002302733333333336,0.18905344057098716,-0.0012168903829637995
CN-csi300-600754-20240531-20240614-del-01,,CN,CSI300,600754,锦江酒店,announce,deletion,0,1,csi300-2024-05,2024-05-31,2024-06-14,2024-05-31,住宿业,-0.023933999999999896,-0.14852499999999996,-0.04444099999999992,-0.0986529999999998,-0.025643732964709454,24.12673524127589,-0.0018492000000000144,-0.18822039418553516,-0.002801244986090976
CN-csi300-600754-20240531-20240614-del-01,,CN,CSI300,600754,锦江酒店,effective,deletion,0,1,csi300-2024-05,2024-05-31,2024-06-14,2024-06-14,住宿业,-0.087764,-0.08148900000000019,0.025934999999999882,-0.03527099999999998,-0.09321933375374514,24.050215383956594,0.005934766666666652,0.4212366566446164,0.010583214723591871
CN-csi300-600763-20231124-20231208-del-01,,CN,CSI300,600763,通策医疗,announce,deletion,0,1,csi300-2023-11,2023-11-24,2023-12-08,2023-11-24,卫生,-0.0454689999999999,-0.10796299999999978,-0.23047899999999982,-0.33299799999999957,0.05162903728885593,24.048168093301268,0.0030826999999999825,0.4497106358298044,-0.00030246606635940185
CN-csi300-600763-20231124-20231208-del-01,,CN,CSI300,600763,通策医疗,effective,deletion,0,1,csi300-2023-11,2023-11-24,2023-12-08,2023-12-08,卫生,0.016389999999999995,-0.055428999999999895,-0.14243899999999965,-0.1934059999999997,-0.1776234067145962,23.89582298819477,0.0014272666666666697,0.09569071710505028,-0.007137475506579127
CN-csi300-600816-20200601-20200615-del-01,,CN,CSI300,600816,*ST安信,announce,deletion,0,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-01,其他金融业,-0.31277,-0.2217089999999998,-0.4595249999999993,-0.707631999999999,-0.2539104245143601,23.338677571225244,-0.0017915333333333346,-0.14171872175244715,-0.022570453803179083
CN-csi300-600816-20200601-20200615-del-01,,CN,CSI300,600816,*ST安信,effective,deletion,0,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-15,其他金融业,0.04378200000000021,-0.0432449999999997,-0.05521899999999956,-0.46857899999999936,-0.36860182260176455,23.074712025308497,-0.011222866666666624,-0.7444806943401687,-0.011052471443334096
CN-csi300-600848-20220527-20220610-del-01,,CN,CSI300,600848,上海临港,announce,deletion,0,1,csi300-2022-05,2022-05-27,2022-06-10,2022-05-27,房地产业,-0.05544399999999991,-0.11777599999999967,-0.10563999999999941,-0.05412099999999952,0.14173023309739152,24.279680314925862,0.0009073666666666496,0.2792768219180797,0.0015997533756276668
CN-csi300-600848-20220527-20220610-del-01,,CN,CSI300,600848,上海临港,effective,deletion,0,1,csi300-2022-05,2022-05-27,2022-06-10,2022-06-10,房地产业,0.016242000000000107,-0.05626499999999961,0.028281000000000476,0.04504500000000039,0.007574953644537752,24.22341084647625,0.0004133000000000192,0.07806804774845233,0.008873696328381524
CN-csi300-600872-20220527-20220610-del-01,,CN,CSI300,600872,中炬高新,announce,deletion,0,1,csi300-2022-05,2022-05-27,2022-06-10,2022-05-27,食品制造业,0.019256000000000002,0.12552400000000014,0.3996600000000003,0.43367900000000026,0.005074946557643623,23.708767671106,-0.008411666666666668,-0.3482397674658557,-0.021443677664421554
CN-csi300-600872-20220527-20220610-del-01,,CN,CSI300,600872,中炬高新,effective,deletion,0,1,csi300-2022-05,2022-05-27,2022-06-10,2022-06-10,食品制造业,0.089542,0.10973500000000022,0.2579810000000004,0.48784500000000014,0.10982352565340836,23.81914575877337,0.020573366666666655,0.5817843004154639,0.03091122260881108
CN-csi300-600884-20231124-20231208-del-01,,CN,CSI300,600884,杉杉股份,announce,deletion,0,1,csi300-2023-11,2023-11-24,2023-12-08,2023-11-24,计算机、通信和其他电子设备制造业,-0.0031689999999999965,-0.015262999999999905,-0.14587899999999948,-0.25359799999999916,-0.01608248147254976,24.159950645752073,-0.0007071999999999998,-0.16594358784862706,-0.004058425936507585
CN-csi300-600884-20231124-20231208-del-01,,CN,CSI300,600884,杉杉股份,effective,deletion,0,1,csi300-2023-11,2023-11-24,2023-12-08,2023-12-08,计算机、通信和其他电子设备制造业,-0.05540999999999989,-0.022828999999999707,-0.13733899999999896,-0.30770599999999915,-0.06384388316765699,24.12670044564882,0.00029299999999999986,0.03337638657598774,0.0014996703548064982
CN-csi300-600905-20211126-20211210-add-01,,CN,CSI300,600905,三峡能源,announce,addition,1,1,csi300-2021-11,2021-11-26,2021-12-10,2021-11-26,电力、热力生产和供应业,0.03148000000000009,0.1564670000000002,0.146323,0.12539199999999978,-0.07472449622397592,25.970274908994398,0.0007464666666666536,0.0145394921927533,0.012243133113268303
CN-csi300-600905-20211126-20211210-add-01,,CN,CSI300,600905,三峡能源,effective,addition,1,1,csi300-2021-11,2021-11-26,2021-12-10,2021-12-10,电力、热力生产和供应业,0.078974,0.05509800000000009,0.13558299999999962,0.0952149999999998,0.016554577493445688,26.02584476014921,0.03401473333333334,0.6244331526396074,0.004288557647864465
CN-csi300-600930-20251128-20251212-add-01,,CN,CSI300,600930,华电新能,announce,addition,1,1,csi300-2025-11,2025-11-28,2025-12-12,2025-11-28,电力、热力生产和供应业,0.050777,0.003101000000000414,-0.026735999999999496,-0.026735999999999496,-0.04491889480817812,26.272186267697023,0.057841399999999994,1.1068410514424265,0.006095907074627396
CN-csi300-600930-20251128-20251212-add-01,,CN,CSI300,600930,华电新能,effective,addition,1,1,csi300-2025-11,2025-11-28,2025-12-12,2025-12-12,电力、热力生产和供应业,-0.036706999999999594,-0.0862189999999995,-0.0968099999999994,-0.0968099999999994,0.026469673118835413,26.348726344819934,0.014530299999999996,0.2466381738941017,0.008533974206644911
CN-csi300-600938-20231124-20231208-add-01,,CN,CSI300,600938,中国海油,announce,addition,1,1,csi300-2023-11,2023-11-24,2023-12-08,2023-11-24,石油和天然气开采业,0.06013100000000001,0.10203700000000021,0.3186210000000006,0.43630200000000047,-0.04142731974597502,27.541871678273843,-0.00010719999999999827,-0.011797177033933792,0.0029266097263198412
CN-csi300-600938-20231124-20231208-add-01,,CN,CSI300,600938,中国海油,effective,addition,1,1,csi300-2023-11,2023-11-24,2023-12-08,2023-12-08,石油和天然气开采业,0.012990000000000005,0.11987100000000013,0.30466100000000085,0.4634940000000004,0.02244263255245471,27.55067318474322,0.001340066666666669,0.13349830768274984,0.014766592034206015
CN-csi300-600941-20220527-20220610-add-01,,CN,CSI300,600941,中国移动,announce,addition,1,1,csi300-2022-05,2022-05-27,2022-06-10,2022-05-27,电信、广播电视和卫星传输服务,-0.0700439999999997,-0.18627599999999941,-0.04533999999999928,0.1654790000000004,0.02399460408128551,27.99556319933947,0.0003755666666666862,0.0423031426542142,-0.0078353742454812
CN-csi300-600941-20220527-20220610-add-01,,CN,CSI300,600941,中国移动,effective,addition,1,1,csi300-2022-05,2022-05-27,2022-06-10,2022-06-10,电信、广播电视和卫星传输服务,-0.0772579999999998,-0.1680649999999997,0.015481000000000468,0.26334500000000005,0.08616971854117228,27.970473623696616,0.0017732333333333166,0.14089771339465784,-0.0020375974415730433
CN-csi300-601018-20251128-20251212-add-01,,CN,CSI300,601018,宁波港,announce,addition,1,1,csi300-2025-11,2025-11-28,2025-12-12,2025-11-28,水上运输业,-0.012323,-0.0389989999999998,-0.0647359999999998,-0.0647359999999998,-0.02877122268879828,24.99967132583472,0.0006836666666666332,0.2398264413513438,-0.0016367942422792908
CN-csi300-601018-20251128-20251212-add-01,,CN,CSI300,601018,宁波港,effective,addition,1,1,csi300-2025-11,2025-11-28,2025-12-12,2025-12-12,水上运输业,-0.0009069999999999009,-0.05061899999999989,-0.05680999999999979,-0.05680999999999979,-0.03635427906422595,24.99967132583472,0.0006514333333333322,0.1626602662977561,0.00018543144960854636
CN-csi300-601059-20231124-20231208-add-01,,CN,CSI300,601059,信达证券,announce,addition,1,1,csi300-2023-11,2023-11-24,2023-12-08,2023-11-24,资本市场服务,0.060931000000000096,0.02183700000000033,-0.10077899999999973,-0.22399799999999986,0.11295878620553101,24.838926586337188,-0.024493499999999988,-0.20178189621409004,0.012396725474670316
CN-csi300-601059-20231124-20231208-add-01,,CN,CSI300,601059,信达证券,effective,addition,1,1,csi300-2023-11,2023-11-24,2023-12-08,2023-12-08,资本市场服务,0.04319000000000002,-0.15362899999999968,-0.25303899999999957,-0.2980059999999999,0.08255763404084937,24.916769073101122,-0.011973266666666704,-0.07314244842079987,0.008031940852681073
CN-csi300-601077-20200601-20200615-add-01,,CN,CSI300,601077,渝农商行,announce,addition,1,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-01,货币金融服务,-0.01647,-0.0657090000000002,-0.07552499999999988,-0.258332,-0.055018985958817046,24.73001485158446,0.004160400000000024,0.24251611742450052,0.0030816732283431457
CN-csi300-601077-20200601-20200615-add-01,,CN,CSI300,601077,渝农商行,effective,addition,1,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-15,货币金融服务,-0.0160180000000002,-0.01934500000000019,-0.04001899999999999,-0.22337900000000016,0.002878365454652476,24.74437407266235,0.003390933333333339,0.17102577447956335,-0.0004591505070959522
CN-csi300-601077-20211126-20211210-del-02,,CN,CSI300,601077,渝农商行,announce,deletion,0,1,csi300-2021-11,2021-11-26,2021-12-10,2021-11-26,货币金融服务,-0.0010200000000000018,-0.005732999999999804,0.08482300000000001,0.1952919999999993,0.013635700911054371,24.495964934048477,0.001489700000000001,0.3079643950798925,-0.0007747441116742351
