event_id,matched_to_event_id,market,index_name,event_ticker,security_name,event_phase,event_type,inclusion,treatment_group,batch_id,announce_date,effective_date,event_date,sector,car_p0_p5,car_p0_p20,car_p0_p60,car_p0_p120,pre_event_return,log_mkt_cap,turnover_change,volume_change,volatility_change
CN-csi300-000415-20200601-20200615-del-01,,CN,CSI300,000415,渤海租赁,announce,deletion,0,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-01,租赁业,-0.04836999999999989,-0.1290089999999997,-0.2546249999999996,-0.3228319999999991,0.14060716935687778,23.670245036965603,-0.0005371000000000299,-0.054342386419847344,-0.002432982228513403
CN-csi300-000415-20200601-20200615-del-01,,CN,CSI300,000415,渤海租赁,effective,deletion,0,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-15,租赁业,-0.0173179999999999,-0.01574499999999989,-0.14691899999999997,-0.3370789999999996,0.10524096633693047,23.65717295536026,-0.001535599999999998,-0.22331738733945627,0.008206581302449263
CN-csi300-000423-20200601-20200615-del-01,,CN,CSI300,000423,东阿阿胶,announce,deletion,0,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-01,医药制造业,-0.08116999999999999,-0.1064089999999999,0.033075000000000424,-0.020931999999999135,0.1993096619715662,23.874641512106805,0.0015970000000000203,0.16708249588010382,-0.00963167519850504
CN-csi300-000423-20200601-20200615-del-01,,CN,CSI300,000423,东阿阿胶,effective,deletion,0,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-15,医药制造业,0.054982000000000114,-0.1039449999999997,0.13398100000000032,0.06902100000000079,0.021479802099919176,23.80059812484988,0.005725733333333349,0.3885320391711584,0.03481355324521703
CN-csi300-000629-20200601-20200615-del-01,,CN,CSI300,000629,攀钢钒钛,announce,deletion,0,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-01,有色金属冶炼和压延加工业,0.026429999999999905,-0.04630899999999989,-0.07912499999999967,0.0029680000000004494,-0.010197428860042934,23.536522999837654,0.002679533333333336,0.8152482541133779,0.008521198787700189
CN-csi300-000629-20200601-20200615-del-01,,CN,CSI300,000629,攀钢钒钛,effective,deletion,0,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-15,有色金属冶炼和压延加工业,-0.023317999999999808,-0.06574499999999982,-0.011118999999999796,-0.0863789999999997,0.03520124753286513,23.591674819899854,-0.001200500000000001,-0.1644255591344823,0.00028183127693228935
CN-csi300-000630-20200601-20200615-del-01,,CN,CSI300,000630,铜陵有色,announce,deletion,0,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-01,有色金属冶炼和压延加工业,-0.0035700000000000974,-0.03470899999999989,-0.014124999999999227,0.1356680000000008,-0.011888294628279894,23.713741717440023,0.0018337666666666669,0.5611913408715843,0.00641752013975487
CN-csi300-000630-20200601-20200615-del-01,,CN,CSI300,000630,铜陵有色,effective,deletion,0,1,csi300-2020-06,2020-06-01,2020-06-15,2020-06-15,有色金属冶炼和压延加工业,-0.0304179999999998,-0.011444999999999603,0.08598100000000089,0.07202100000000071,0.011851056210676392,23.744994260969648,-0.0014329666666666827,-0.25541059450057446,-0.0036834422679511477
CN-csi300-000630-20241129-20241213-add-02,,CN,CSI300,000630,铜陵有色,announce,addition,1,1,csi300-2024-11,2024-11-29,2024-12-13,2024-11-29,有色金属冶炼和压延加工业,0.0435579999999999,-0.009715000000000001,-0.006902000000000096,-0.011099000000000952,-0.03991186530600044,24.45388495655976,0.007239933333333351,0.4293165030319308,0.006563880941446052
CN-csi300-000630-20241129-20241213-add-02,,CN,CSI300,000630,铜陵有色,effective,addition,1,1,csi300-2024-11,2024-11-29,2024-12-13,2024-12-13,有色金属冶炼和压延加工业,-0.0591969999999999,-0.005273,-0.013920000000000304,-0.03038500000000069,0.06524692740255467,24.547520561609158,0.0007748333333333149,0.03577834220719467,0.0023986807837109627
CN-csi300-000656-20211126-20211210-del-01,,CN,CSI300,000656,金科股份,announce,deletion,0,1,csi300-2021-11,2021-11-26,2021-12-10,2021-11-26,房地产业,0.006580000000000001,0.04466700000000008,0.15612299999999954,-0.006808000000000768,-0.049284323446172174,23.845357253461184,-0.004515933333333333,-0.4502107888228082,-0.019164366832171407
