event_id,market,ticker,announce_date,effective_date,sector,batch_id,gap_length_days,pre_announce_runup,announce_jump,gap_drift,effective_jump,post_effective_reversal
US-s-p500-enph-20201230-20210107-add-01,US,ENPH,2020-12-30,2021-01-07,,sp500-20210107,8,0.20682327172026954,-0.004969225397692701,0.13779546928840827,0.115956642600356,-0.06840302390491519
US-s-p500-epam-20211207-20211214-add-01,US,EPAM,2021-12-07,2021-12-14,Information Technology,sp500-20211214,7,-0.17553604401026524,0.13990210926827298,-0.07701449616839309,-0.0703322855610887,-0.12477013251703813
US-s-p500-eqix-20150313-20150323-add-01,US,EQIX,2015-03-13,2015-03-23,Real Estate,sp500-20150323,10,0.056900809136244714,0.0198226688419524,-0.0231396174918088,-0.020084615060709403,0.0503010066962495
US-s-p500-eqt-20220923-20221003-add-02,US,EQT,2022-09-23,2022-10-03,Energy,sp500-20221003,10,-0.0018108998193803998,-0.1018175101256188,0.0892612130129746,0.089690104717512,-0.0831942616636412
US-s-p500-erie-20240906-20240923-add-01,US,ERIE,2024-09-06,2024-09-23,Financials,sp500-20240923,17,0.06795051327073172,0.0178504970423118,0.019750037240321004,0.0318468898612709,-0.14659887584272938
US-s-p500-ess-20140402-20140402-add-01,US,ESS,2014-04-02,2014-04-02,Real Estate,sp500-20140402,0,0.014988508442387392,-0.015389234442251001,0.0201185994146971,-0.015389234442251001,0.0368123686479628
US-s-p500-esv-20120726-20120731-add-01,US,ESV,2012-07-26,2012-07-31,,sp500-20120731,5,0.0,0.0,0.0,0.0,0.0
US-s-p500-etsy-20200904-20200921-add-01,US,ETSY,2020-09-04,2020-09-21,,sp500-20200921,17,-0.13997461327443797,-0.0436858240454471,0.11089261528108409,0.1022177020258823,0.19437622518153153
US-s-p500-evhc-20161129-20161202-add-01,US,EVHC,2016-11-29,2016-12-02,,sp500-20161202,3,0.09020261786510217,0.0358522553916203,-0.0019161024364658,0.050067058626446004,-0.1465687735752782
US-s-p500-evrg-20180531-20180605-add-01,US,EVRG,2018-05-31,2018-06-05,Utilities,sp500-20180605,5,0.036253249418847805,-0.0362507367661477,-0.0648571171934708,-0.0648571171934708,0.10038231324882421
US-s-p500-ew-20110325-20110331-add-01,US,EW,2011-03-25,2011-03-31,Health Care,sp500-20110331,6,0.009014581336005805,0.026543884020973903,-0.0416608979499822,-0.031881000612430696,-0.017974007980269505
US-s-p500-exe-20250307-20250324-add-01,US,EXE,2025-03-07,2025-03-24,Energy,sp500-20250324,17,-0.030362553374078293,0.0158256756471405,0.12304011119676699,-0.014626606644172504,0.023957543931585012
US-s-p500-exr-20160115-20160119-add-01,US,EXR,2016-01-15,2016-01-19,Real Estate,sp500-20160119,4,0.06381606811491831,-0.006580240456331099,-0.0362764350216612,0.0065851565548283,-0.031340312406154494
US-s-p500-fang-20181126-20181203-add-01,US,FANG,2018-11-26,2018-12-03,Energy,sp500-20181203,7,-0.05089942844403961,-0.004976358091315903,-0.0493210319403947,-0.0482025218464637,0.0135184499748821
US-s-p500-fb-20131211-20131223-add-01,US,FB,2013-12-11,2013-12-23,,sp500-20131223,12,0.0,0.0,0.0,0.0,0.0
US-s-p500-fbhs-20160621-20160622-add-01,US,FBHS,2016-06-21,2016-06-22,,sp500-20160622,1,0.0,0.0,0.0,0.0,0.0
US-s-p500-fds-20211203-20211220-add-01,US,FDS,2021-12-03,2021-12-20,Financials,sp500-20211220,17,0.08689067621390031,-0.023815731118819,0.017487305964675903,0.0111980094433823,-0.07349040602816422
US-s-p500-ffiv-20101209-20101217-add-01,US,FFIV,2010-12-09,2010-12-17,Information Technology,sp500-20101217,8,0.12508144687081482,0.026031545079705398,-0.05718460671529191,0.030187209646839998,0.009066037828359293
US-s-p500-fico-20230303-20230320-add-01,US,FICO,2023-03-03,2023-03-20,Information Technology,sp500-20230320,17,0.0414578013999291,-0.0039958349690766,0.008818760888056998,0.015459792493463798,-0.03544845091095639
US-s-p500-fix-20251205-20251222-add-01,US,FIX,2025-12-05,2025-12-22,Industrials,sp500-20251222,17,0.0182281561412379,0.0436288508428468,-0.043686396125394995,0.0303816091519779,0.09164484836110012
US-s-p500-fl-20160328-20160404-add-01,US,FL,2016-03-28,2016-04-04,,sp500-20160404,7,0.0,0.0,0.0,0.0,0.0
US-s-p500-flt-20180615-20180620-add-01,US,FLT,2018-06-15,2018-06-20,,sp500-20180620,5,0.0,0.0,0.0,0.0,0.0
US-s-p500-fosl-20120402-20120403-add-01,US,FOSL,2012-04-02,2012-04-03,,sp500-20120403,1,0.016501931168405596,-0.001657977406569899,0.005291417405409,0.019974970688793402,0.024387756679465102
US-s-p500-fox-20150918-20150918-add-01,US,FOX,2015-09-18,2015-09-18,Communication Services,sp500-20150918,0,0.0,0.0,0.0,0.0,0.0
US-s-p500-fox-20190314-20190319-add-03,US,FOX,2019-03-14,2019-03-19,Communication Services,sp500-20190319,5,0.0,0.041797416009873606,-0.08589688589128261,-0.08589688589128261,-0.0367575716843441
US-s-p500-foxa-20190314-20190319-add-02,US,FOXA,2019-03-14,2019-03-19,Communication Services,sp500-20190319,5,0.0391030310005535,0.0834579101343619,-0.0758823203515039,-0.0758823203515039,-0.048981716174990295
US-s-p500-frc-20181227-20190102-add-01,US,FRC,2018-12-27,2019-01-02,,sp500-20190102,6,0.0,0.0,0.0,0.0,0.0
US-s-p500-frt-20160122-20160201-add-01,US,FRT,2016-01-22,2016-02-01,Real Estate,sp500-20160201,10,0.06910555701393549,0.013448298125007599,-0.002871082937075997,0.012013872516063,-0.032691987098813095
US-s-p500-fslr-20221212-20221219-add-02,US,FSLR,2022-12-12,2022-12-19,Information Technology,sp500-20221219,7,-0.026701960655753903,0.015065321320040698,0.04758365238181,0.0016946426446745,0.043330259982453004
US-s-p500-ftnt-20181004-20181011-add-01,US,FTNT,2018-10-04,2018-10-11,Information Technology,sp500-20181011,7,0.0809316044972936,-0.04338385077352461,-0.030761079161792895,0.0089205496941377,-0.02638280021425282
US-s-p500-ftv-20160623-20160705-add-01,US,FTV,2016-06-23,2016-07-05,Industrials,sp500-20160705,12,0.0,0.0,0.0290134018126414,-0.02284244919227,-0.030056547808756405
US-s-p500-gas-20111208-20111212-add-02,US,GAS,2011-12-08,2011-12-12,,sp500-20111212,4,0.0,0.0,0.0,0.0,0.0
US-s-p500-gddy-20240607-20240624-add-01,US,GDDY,2024-06-07,2024-06-24,Information Technology,sp500-20240624,17,0.022677757675700398,0.016066256105354497,-0.020411510822347493,0.024342066315326802,0.029869278335461897
US-s-p500-gehc-20221228-20230104-add-01,US,GEHC,2022-12-28,2023-01-04,Health Care,sp500-20230104,7,-0.0248632315051118,0.0073053255933301,0.008290304021217498,0.02288625066866,0.09363910995550309
US-s-p500-gev-20240327-20240402-add-01,US,GEV,2024-03-27,2024-04-02,Industrials,sp500-20240402,6,0.0,0.040788202605621,-0.0563219408395366,0.013475511707599995,0.15959858045595302
US-s-p500-ggp-20131204-20131210-add-01,US,GGP,2013-12-04,2013-12-10,,sp500-20131210,6,0.0,0.0,0.0,0.0,0.0
US-s-p500-gm-20130603-20130606-add-01,US,GM,2013-06-03,2013-06-06,Consumer Discretionary,sp500-20130606,3,0.0658450914910957,0.023558222338055098,-0.0131082898096302,-0.0049531309104672,-0.0013820411232400957
US-s-p500-gmcr-20140314-20140321-add-01,US,GMCR,2014-03-14,2014-03-21,,sp500-20140321,7,0.0,0.0,0.0,0.0,0.0
US-s-p500-gnrc-20210312-20210322-add-01,US,GNRC,2021-03-12,2021-03-22,Industrials,sp500-20210322,10,0.19461707848917376,0.056316636148869705,-0.0984849410898842,-0.0090062199482756,-0.01725970763636791
US-s-p500-googl-20140402-20140403-add-01,US,GOOGL,2014-04-02,2014-04-03,Communication Services,sp500-20140403,1,-0.0731390107012578,0.0156577799405096,-0.033394519189548,-0.0289835067503991,-0.0267826839244686
US-s-p500-gpn-20160425-20160425-add-01,US,GPN,2016-04-25,2016-04-25,Financials,sp500-20160425,0,0.1775205320861201,-0.014667899351287301,0.0196650320667269,-0.014667899351287301,0.0448928783949743
US-s-p500-grmn-20121205-20121211-add-01,US,GRMN,2012-12-05,2012-12-11,Consumer Discretionary,sp500-20121211,6,0.0704643639614971,0.0499743862336373,-0.0211782365288664,-0.011350309009377403,-0.0680526887860385
US-s-p500-hbi-20150323-20150323-add-01,US,HBI,2015-03-23,2015-03-23,,sp500-20150323,0,0.0,0.0,0.0,0.0,0.0
US-s-p500-hca-20150123-20150127-add-01,US,HCA,2015-01-23,2015-01-27,Health Care,sp500-20150127,4,-0.053513895207253415,0.04248547947617021,0.0062347674278714,0.0671854824947896,-0.06096552846919489
US-s-p500-hfc-20180608-20180618-add-01,US,HFC,2018-06-08,2018-06-18,,sp500-20180618,10,0.0,0.0,0.0,0.0,0.0
US-s-p500-hii-20171228-20180103-add-01,US,HII,2017-12-28,2018-01-03,Industrials,sp500-20180103,6,-0.034893267201947596,-0.0019381628190289994,-0.033398002436525805,-0.031049428771994802,0.005239842912470299
US-s-p500-hlt-20170609-20170619-add-01,US,HLT,2017-06-09,2017-06-19,Consumer Discretionary,sp500-20170619,10,0.0326322742436891,-0.0027050864386397,-0.011830568926831599,-0.0164036235185358,-0.06185883870264449
US-s-p500-holx-20160324-20160330-add-01,US,HOLX,2016-03-24,2016-03-30,,sp500-20160330,6,-0.06971734538846461,-0.005376231908232501,-0.016584484704554103,-0.013152076073507902,0.0761906432696448
US-s-p500-hood-20250905-20250922-add-01,US,HOOD,2025-09-05,2025-09-22,Financials,sp500-20250922,17,-0.042130892429301986,0.1556330819852487,0.1369343865080461,0.0395846980957326,0.07897318130773061
US-s-p500-hp-20100226-20100226-add-01,US,HP,2010-02-26,2010-02-26,,sp500-20100226,0,-0.08628193992775929,-0.025140795115099895,0.0025982822700363,-0.025140795115099895,-0.14676394343988758
US-s-p500-hpe-20151027-20151102-add-01,US,HPE,2015-10-27,2015-11-02,Information Technology,sp500-20151102,6,-0.0249293899367201,-0.048547223338392904,-0.13132539489100048,-0.11150473564914529,0.0963836946701558
US-s-p500-hsic-20150313-20150318-add-01,US,HSIC,2015-03-13,2015-03-18,Health Care,sp500-20150318,5,-0.024743452368212196,-0.002517097733000401,0.0069206308458317,0.0069206308458317,-0.010096358357795397
US-s-p500-hubb-20231013-20231018-add-01,US,HUBB,2023-10-13,2023-10-18,Industrials,sp500-20231018,5,0.0049190055698701985,-0.0191509392043618,-0.0418673873306804,-0.0418673873306804,-0.0342018124254853
US-s-p500-hwm-20200401-20200401-add-01,US,HWM,2020-04-01,2020-04-01,Industrials,sp500-20200401,0,-0.3688515557073593,0.03534451793007161,0.0183369652142319,0.03534451793007161,-0.06895120909975458
US-s-p500-ibkr-20250825-20250828-add-01,US,IBKR,2025-08-25,2025-08-28,Financials,sp500-20250828,3,-0.057373874180228504,-0.0018010954469064996,-0.0262456462799883,-0.014318729312267402,0.036853750521900014
US-s-p500-idxx-20170103-20170105-add-01,US,IDXX,2017-01-03,2017-01-05,Health Care,sp500-20170105,2,0.005790560532106897,-0.0276481895462988,0.0008569329800321,-0.00171612011066,0.182570385508534
US-s-p500-iex-20190801-20190809-add-01,US,IEX,2019-08-01,2019-08-09,Industrials,sp500-20190809,8,-0.023811212549605207,-0.021401839676284402,0.021187014418433396,0.0259011960283301,0.0026753766372946035
US-s-p500-ilmn-20151112-20151119-add-01,US,ILMN,2015-11-12,2015-11-19,,sp500-20151119,7,0.0352298525972909,0.10805716250131721,0.019529763899542803,-0.0136412860814872,0.08953079079963569
US-s-p500-incy-20170223-20170228-add-01,US,INCY,2017-02-23,2017-02-28,Health Care,sp500-20170228,5,-0.007156289219926601,0.0717916238390699,0.0033394774085001005,0.0033394774085001005,0.06769049487675509
US-s-p500-info-20170524-20170602-add-01,US,INFO,2017-05-24,2017-06-02,,sp500-20170602,9,0.0,0.0,0.0,0.0,0.0
US-s-p500-invh-20220902-20220919-add-01,US,INVH,2022-09-02,2022-09-19,Real Estate,sp500-20220919,17,0.014822632511190797,0.0639765859404395,-0.0492972436484994,-0.029111793623058,-0.034325358715574406
US-s-p500-ipgp-20180302-20180307-add-01,US,IPGP,2018-03-02,2018-03-07,,sp500-20180307,5,0.028076007466306195,-0.0422047458590567,0.026270786570563198,0.026270786570563198,-0.0293615627879185
US-s-p500-ir-20101110-20101117-add-01,US,IR,2010-11-10,2010-11-17,Industrials,sp500-20101117,7,0.0,0.0,0.0,0.0,0.0
US-s-p500-ir-20200227-20200302-add-02,US,IR,2020-02-27,2020-03-02,Industrials,sp500-20200302,4,0.0570351573278259,-0.0275174347132172,-0.0511629911397317,-0.0673220628409917,-0.13433564950526788
US-s-p500-it-20170329-20170405-add-01,US,IT,2017-03-29,2017-04-05,Information Technology,sp500-20170405,7,0.06340216724221838,-0.0170023949011009,0.0202975867413953,0.014499235391964599,0.008660733724084699
US-s-p500-jbht-20150629-20150701-add-01,US,JBHT,2015-06-29,2015-07-01,Industrials,sp500-20150701,2,0.0012979477738750992,-0.0033396095717422997,0.0025658868143612,-0.020515340968208,0.0161340156229011
US-s-p500-jbl-20231201-20231218-add-02,US,JBL,2023-12-01,2023-12-18,Information Technology,sp500-20231218,17,-0.145364938661773,-0.003110800721017299,0.07267735093149469,-0.0485286597090036,-0.0621363550659011
US-s-p500-jkhy-20181107-20181113-add-01,US,JKHY,2018-11-07,2018-11-13,Financials,sp500-20181113,6,0.006505590070663602,-0.069486740211036,-0.014672981008339999,-0.012691052130721898,0.007487160738323306
US-s-p500-joyg-20110216-20110225-add-01,US,JOYG,2011-02-16,2011-02-25,,sp500-20110225,9,0.0,0.0,0.0,0.0,0.0
US-s-p500-kdp-20220603-20220621-add-01,US,KDP,2022-06-03,2022-06-21,Consumer Staples,sp500-20220621,18,-0.02495787519930219,0.054040266312399,0.045789277527257394,-0.0125308952263654,-0.007360374876194101
US-s-p500-keys-20181030-20181106-add-01,US,KEYS,2018-10-30,2018-11-06,Information Technology,sp500-20181106,7,-0.052440352462027495,-0.0443743621026228,0.0245157673157756,0.026949507953021097,0.046985000629110193
US-s-p500-khc-20150702-20150706-add-01,US,KHC,2015-07-02,2015-07-06,Consumer Staples,sp500-20150706,4,0.0,0.0,0.043778714241858405,0.0168083174709459,0.07477098285051921
US-s-p500-kkr-20240607-20240624-add-01,US,KKR,2024-06-07,2024-06-24,Financials,sp500-20240624,17,-0.026920229225284,0.057690969095910004,-0.05474488448013759,-0.0233541037570754,0.0800986533721665
US-s-p500-kmi-20120517-20120517-add-01,US,KMI,2012-05-17,2012-05-17,Energy,sp500-20120517,0,-0.05879217313585419,0.0026711549527284988,0.0104257401261405,0.0026711549527284988,-0.05158656380393411
US-s-p500-kmx-20100622-20100628-add-01,US,KMX,2010-06-22,2010-06-28,,sp500-20100628,6,-0.08859245295844988,0.08273526699386109,-0.042849907711169796,-0.0363124391639567,-0.004049894847131197
US-s-p500-kors-20131113-20131113-add-01,US,KORS,2013-11-13,2013-11-13,,sp500-20131113,0,0.0,0.0,0.0,0.0,0.0
US-s-p500-krft-20120925-20121002-add-01,US,KRFT,2012-09-25,2012-10-02,,sp500-20121002,7,0.0,0.0,0.0,0.0,0.0
US-s-p500-ksu-20130523-20130523-add-01,US,KSU,2013-05-23,2013-05-23,,sp500-20130523,0,0.0,0.0,0.0,0.0,0.0
US-s-p500-kvue-20230821-20230825-add-01,US,KVUE,2023-08-21,2023-08-25,Consumer Staples,sp500-20230825,4,-0.008901716462626112,0.0379908942196213,-0.0009481838757855014,-0.0187177439427701,-0.07147711996304021
US-s-p500-ldos-20190801-20190809-add-01,US,LDOS,2019-08-01,2019-08-09,Industrials,sp500-20190809,8,0.0227274957413245,-0.002480337162395799,0.0322247826309721,0.0313699662795099,-0.0098977373287319
US-s-p500-lii-20241218-20241223-add-01,US,LII,2024-12-18,2024-12-23,Industrials,sp500-20241223,5,0.035015682700592896,-0.0395982457713142,-0.011062387284100599,-0.011062387284100599,0.041460351469539795
US-s-p500-lkq-20160518-20160523-add-01,US,LKQ,2016-05-18,2016-05-23,,sp500-20160523,5,-0.008037738825377904,-0.025762246748861302,0.0076753934387970985,0.0076753934387970985,0.01054286114609039
US-s-p500-lnt-20160629-20160701-add-01,US,LNT,2016-06-29,2016-07-01,Utilities,sp500-20160701,2,0.10098858093965689,-0.05213427754063529,0.0154320702083516,0.017584760158356805,-0.045066898668294185
US-s-p500-lrcx-20120510-20120605-add-01,US,LRCX,2012-05-10,2012-06-05,Information Technology,sp500-20120605,26,-0.0363714333103765,0.0408200589604512,-0.07234086254914959,0.028309711927709903,-0.0522500453850676
US-s-p500-lulu-20231013-20231018-add-01,US,LULU,2023-10-13,2023-10-18,Consumer Discretionary,sp500-20231018,5,-0.0020485139570266047,0.1153797115495655,-0.027874725875832902,-0.027874725875832902,0.036481253177772205
US-s-p500-lvlt-20141029-20141105-add-01,US,LVLT,2014-10-29,2014-11-05,,sp500-20141105,7,0.0,0.0,0.0,0.0,0.0
US-s-p500-lvs-20190920-20191003-add-01,US,LVS,2019-09-20,2019-10-03,Consumer Discretionary,sp500-20191003,13,0.030179335412928596,-0.0329250062812595,-0.015046372274232899,-0.0255367461347388,0.0732460001359673
US-s-p500-lw-20181126-20181203-add-01,US,LW,2018-11-26,2018-12-03,,sp500-20181203,7,0.0688156129540661,-0.0647637313473212,-0.03432417873383101,-0.003061452305416202,0.06326286068196421
US-s-p500-lyb-20120905-20120905-add-01,US,LYB,2012-09-05,2012-09-05,Materials,sp500-20120905,0,0.02574056769577781,-0.024800029475468194,0.0165856909329338,-0.024800029475468194,0.0664150671525253
US-s-p500-lyv-20191213-20191223-add-01,US,LYV,2019-12-13,2019-12-23,Communication Services,sp500-20191223,10,0.04965742538404,-0.1013739568524504,0.10935148123894699,0.005915528363222601,0.021026288555898397
US-s-p500-maa-20161129-20161202-add-01,US,MAA,2016-11-29,2016-12-02,Real Estate,sp500-20161202,3,-0.012458111549099907,0.008220366256583504,-0.0262780757025194,-0.0328089764047722,0.068570707011758
US-s-p500-mac-20130503-20130508-add-01,US,MAC,2013-05-03,2013-05-08,,sp500-20130508,5,0.034722481260038504,0.007310433342235701,-0.013797535402407099,-0.013797535402407099,-0.0997065391972803
US-s-p500-mbc-20221212-20221215-add-01,US,MBC,2022-12-12,2022-12-15,,sp500-20221215,3,0.0,-0.0845101640547657,-0.01992127721256,0.0794859454289309,-0.12919791997156452
US-s-p500-mdlz-20121001-20121002-add-01,US,MDLZ,2012-10-01,2012-10-02,Consumer Staples,sp500-20121002,1,-0.019892394552682498,0.021001573175085497,-0.0100508162238875,0.002832102264307001,-0.021502577183455503
US-s-p500-mgm-20170719-20170726-add-01,US,MGM,2017-07-19,2017-07-26,Consumer Discretionary,sp500-20170726,7,-0.018254260620860493,0.0522017625463774,-0.0106890969034397,-0.0198392710918565,-0.04976004679232291
US-s-p500-mhk-20131211-20131223-add-01,US,MHK,2013-12-11,2013-12-23,,sp500-20131223,12,0.027201966419341205,-4.681877372539854e-05,0.007802328323364799,0.0071966770745245,0.013417826668911906
US-s-p500-mktx-20190624-20190701-add-01,US,MKTX,2019-06-24,2019-07-01,,sp500-20190701,7,0.09388566294892589,-0.0244813054669273,0.018253026303317703,0.0290708377681381,0.00835339822202769
US-s-p500-mlm-20140627-20140702-add-01,US,MLM,2014-06-27,2014-07-02,Materials,sp500-20140702,5,0.0345722184196671,0.008306649572412998,-0.0536885227735854,-0.0536885227735854,0.009742098486160799
US-s-p500-mmi-20101223-20110103-add-01,US,MMI,2010-12-23,2011-01-03,,sp500-20110103,11,0.0,0.0,0.0,0.0,0.0
US-s-p500-mnk-20140814-20140818-add-01,US,MNK,2014-08-14,2014-08-18,,sp500-20140818,4,0.0,0.0,0.0,0.0,0.0
US-s-p500-mnst-20120621-20120629-add-01,US,MNST,2012-06-21,2012-06-29,Consumer Staples,sp500-20120629,8,0.0480725156011657,-0.0169447353494825,-0.0035793009615655985,0.027843812630198604,-0.1033525272875945
US-s-p500-moh-20220225-20220302-add-01,US,MOH,2022-02-25,2022-03-02,,sp500-20220302,5,0.15228793079315,-0.0239217061404771,0.0257903473558346,0.0257903473558346,0.0322714946200368
US-s-p500-mos-20110921-20110923-add-01,US,MOS,2011-09-21,2011-09-23,Materials,sp500-20110923,2,-0.014563797462574489,-0.0649427301912192,-0.0461753433865712,-0.07398317716518531,-0.052195916684031785
US-s-p500-mpc-20110630-20110630-add-01,US,MPC,2011-06-30,2011-06-30,Energy,sp500-20110630,0,0.043616311951767,0.055105022630490996,0.00157277525523,0.055105022630490996,0.07553713945814139
US-s-p500-mpwr-20210208-20210212-add-01,US,MPWR,2021-02-08,2021-02-12,Information Technology,sp500-20210212,4,-0.07327500094825828,0.0217421963727927,0.013632965112193599,0.0319761258529879,-0.11646385415958568
US-s-p500-mrna-20210715-20210721-add-01,US,MRNA,2021-07-15,2021-07-21,Health Care,sp500-20210721,6,0.182363205200686,0.2143812186920423,0.1175270183770333,0.006835021026222203,0.24966878430698938
US-s-p500-msci-20180328-20180404-add-01,US,MSCI,2018-03-28,2018-04-04,Financials,sp500-20180404,7,0.1253160223435084,-0.052587231417279105,-0.0232709190633202,-0.027120999371132402,0.036765864514873195
US-s-p500-mtch-20210903-20210920-add-01,US,MTCH,2021-09-03,2021-09-20,,sp500-20210920,17,-0.014423532143454203,0.1448522523160517,0.023675960778689095,-0.0244515051119899,0.0149615085688344
US-s-p500-mtd-20160825-20160906-add-01,US,MTD,2016-08-25,2016-09-06,Health Care,sp500-20160906,12,0.02732715973631189,0.0056285010597156996,-0.0294001578491885,-0.001834516040727101,0.039376251071224604
US-s-p500-mxim-20181126-20181203-add-01,US,MXIM,2018-11-26,2018-12-03,,sp500-20181203,7,0.0,0.0,0.0,0.0,0.0
US-s-p500-navi-20140424-20140501-add-01,US,NAVI,2014-04-24,2014-05-01,,sp500-20140501,7,-0.0180391423882339,0.014097335661339801,-0.005466906614917599,0.014955241060342501,-0.09159615233195272
US-s-p500-nclh-20171004-20171013-add-01,US,NCLH,2017-10-04,2017-10-13,Consumer Discretionary,sp500-20171013,9,-0.0634476462605713,0.062891874404088,0.006567177757804602,0.0011038975815335,-0.07068436864459202
US-s-p500-ndsn-20220210-20220215-add-01,US,NDSN,2022-02-10,2022-02-15,Industrials,sp500-20220215,5,0.011160244401185201,-0.0429738345860413,0.0652696824968193,0.0652696824968193,-0.0236899353489136
US-s-p500-nflx-20101217-20101217-add-01,US,NFLX,2010-12-17,2010-12-17,Communication Services,sp500-20101217,0,0.043118964262920084,-0.0118398717152791,0.0399682612521923,-0.0118398717152791,0.0499699163027244
US-s-p500-nfx-20101217-20101217-add-01,US,NFX,2010-12-17,2010-12-17,,sp500-20101217,0,0.05847871790844949,-0.014003819665281702,0.0196685617199834,-0.014003819665281702,-0.0266680383759086
US-s-p500-nktr-20180309-20180319-add-01,US,NKTR,2018-03-09,2018-03-19,,sp500-20180319,10,0.36009179914991607,0.00035048604489780477,0.061178145717329394,0.0610935772856257,-0.1161426723020238
US-s-p500-nlsn-20130701-20130708-add-01,US,NLSN,2013-07-01,2013-07-08,,sp500-20130708,7,0.0,0.0,0.0,0.0,0.0
US-s-p500-now-20191118-20191121-add-01,US,NOW,2019-11-18,2019-11-21,Information Technology,sp500-20191121,3,0.03132069313230379,0.08381002283648409,0.022694726264725,0.0114734047217862,-0.024081814452025195
US-s-p500-nvr-20190920-20190926-add-01,US,NVR,2019-09-20,2019-09-26,Consumer Discretionary,sp500-20190926,6,-0.010210661638077594,-0.048636194207125096,0.044891012232070496,0.0306539298502787,0.02135058695691361
US-s-p500-nws-20150918-20150918-add-01,US,NWS,2015-09-18,2015-09-18,Communication Services,sp500-20150918,0,-0.07029079111101408,0.0068188462893567,0.0130939234575361,0.0068188462893567,0.0969020898475609
US-s-p500-nwsa-20130620-20130701-add-01,US,NWSA,2013-06-20,2013-07-01,Communication Services,sp500-20130701,11,0.0,0.011609921120599498,-0.0197615213983436,-0.03266348763213071,0.023458585224909394
US-s-p500-nxpi-20210312-20210322-add-01,US,NXPI,2021-03-12,2021-03-22,Information Technology,sp500-20210322,10,0.009441061590715807,0.0926609973354978,-0.025824375726296794,-0.033348609214931296,-0.0407085573609829
US-s-p500-o-20150330-20150407-add-01,US,O,2015-03-30,2015-04-07,Real Estate,sp500-20150407,8,0.042181642307788994,0.0048428982196377,-0.0548616454034611,-0.0358536544146569,-0.09188304268682239
US-s-p500-odfl-20191202-20191209-add-01,US,ODFL,2019-12-02,2019-12-09,Industrials,sp500-20191209,7,0.018589684528322502,-0.0519907392865875,0.018392667031456998,0.0149389494098769,-0.026106016021805303
US-s-p500-ogn-20210603-20210603-add-01,US,OGN,2021-06-03,2021-06-03,,sp500-20210603,0,0.05675874523819939,-0.05488701825928559,-0.0791448704484464,-0.05488701825928559,-0.11025638120563659
US-s-p500-on-20220603-20220621-add-01,US,ON,2022-06-03,2022-06-21,Information Technology,sp500-20220621,18,0.1202172846760485,0.10622059125570799,-0.17250787224452133,-0.0718981393306806,0.12381817174379421
US-s-p500-otis-20200331-20200403-add-01,US,OTIS,2020-03-31,2020-04-03,Industrials,sp500-20200403,3,0.02151641864900588,0.06597791678065988,-0.0806453715072616,-0.0895482391999471,0.017968641989761003
US-s-p500-panw-20230602-20230620-add-01,US,PANW,2023-06-02,2023-06-20,Information Technology,sp500-20230620,18,0.17294316779557137,0.039584279681161495,0.0915715516765194,-0.0062405902225076,-0.009991363546177218
US-s-p500-payc-20200122-20200128-add-01,US,PAYC,2020-01-22,2020-01-28,,sp500-20200128,6,0.10252039681944933,0.0629966941869438,0.038466931668575996,0.029551942824680696,-0.03959568202208881
US-s-p500-pcg-20220923-20221003-add-02,US,PCG,2022-09-23,2022-10-03,Utilities,sp500-20221003,10,0.175445696671132,0.016253511726347196,0.118222279037929,0.09947197736917551,0.03228304527563339
US-s-p500-penn-20210312-20210322-add-01,US,PENN,2021-03-12,2021-03-22,,sp500-20210322,10,0.1571170853292975,0.0861286704115527,-0.1972144922830669,0.0020054323049861003,-0.2703819675197895
US-s-p500-petm-20121001-20121010-add-01,US,PETM,2012-10-01,2012-10-10,,sp500-20121010,9,0.0,0.0,0.0,0.0,0.0
US-s-p500-pkg-20170719-20170726-add-01,US,PKG,2017-07-19,2017-07-26,Materials,sp500-20170726,7,0.026947841898365993,-0.026907943907035603,0.00020079908556119852,0.012115885317870199,0.0010925622242862016
US-s-p500-pltr-20240906-20240923-add-01,US,PLTR,2024-09-06,2024-09-23,Information Technology,sp500-20240923,17,0.08775178254127287,0.14106256746103518,0.021493087098892694,-0.0008399696056861014,0.13062527899272358
US-s-p500-pnr-20121001-20121001-add-01,US,PNR,2012-10-01,2012-10-01,Industrials,sp500-20121001,0,0.0341276297068783,-0.005422281020940998,0.0235596500293321,-0.005422281020940998,0.011766609428816705
US-s-p500-podd-20230310-20230315-add-01,US,PODD,2023-03-10,2023-03-15,Health Care,sp500-20230315,5,0.034746899824309896,0.0963634353482914,0.0026052450630935984,0.0026052450630935984,-0.0295196783253715
US-s-p500-pool-20201001-20201007-add-01,US,POOL,2020-10-01,2020-10-07,Consumer Discretionary,sp500-20201007,6,0.06468492652928501,-0.0211420150578324,0.0255910755684361,0.028197999062734402,0.10344921359981239
US-s-p500-prgo-20111216-20111216-add-01,US,PRGO,2011-12-16,2011-12-16,,sp500-20111216,0,0.07485218526365171,0.0281200490368948,-0.0015686711183282,0.0281200490368948,-0.061529895301689085
US-s-p500-psx-20120423-20120423-add-01,US,PSX,2012-04-23,2012-04-23,Energy,sp500-20120423,0,0.07622627229855271,-0.031238669455980098,-0.0136445921578962,-0.031238669455980098,-0.028422893285285106
