contract_version,profile,rdd_mode,rdd_evidence_tier,rdd_evidence_status,rdd_source_kind,rdd_source_label,rdd_source_file,rdd_generated_at,rdd_as_of_date,rdd_batch_label,rdd_coverage_note,rdd_message,rdd_note,rdd_input_file,rdd_audit_file,rdd_candidate_rows,rdd_candidate_batches,rdd_treated_rows,rdd_control_rows,rdd_crossing_batches,rdd_validation_error
1,real,real,L3,正式边界样本,official,正式候选样本文件,data/raw/hs300_rdd_candidates.csv,2026-05-06T16:50:25+08:00,2020-11-27 至 2025-11-28,11 个批次（csi300-2020-11 至 csi300-2025-11）,356 条候选；11 个批次；调入 191 / 对照 165；11 个批次覆盖 cutoff 两侧。,当前正在使用你提供的真实候选排名文件：`hs300_rdd_candidates.csv`。,基于真实候选排名变量，可作为更强识别证据。,data/raw/hs300_rdd_candidates.csv,results/literature/hs300_rdd/candidate_batch_audit.csv,356,11,191,165,11,
