market,event_phase,inclusion,window,window_slug,sample_filter,n_events,mean_car,std_car,se_car,ci_low_95,ci_high_95,t_stat,p_value,se_car_clustered,p_value_clustered
US,announce,0,"[-3,+3]",m3_p3,baseline,116,-0.00643205798015287,0.09470155119904923,0.00879281828789942,-0.023665981824435734,0.010801865864129994,-0.7315126697209924,0.4659540661748939,0.009620307189686891,0.5037559392997664
US,announce,0,"[-1,+1]",m1_p1,baseline,116,0.0008657724461231426,0.08696745294553355,0.00807472529255885,-0.014960689127292204,0.01669223401953849,0.10722004956886683,0.9148012391632634,0.008802897694639614,0.9216537036243458
US,announce,1,"[-5,+5]",m5_p5,baseline,257,0.013737036008250488,0.08586866364652629,0.005356340072705965,0.003238609465746797,0.024235462550754178,2.564631039438593,0.010899604598655842,0.005470559756572123,0.012036099483812707
US,announce,1,"[-3,+3]",m3_p3,baseline,256,0.014652094312082514,0.07412488681507842,0.004632805425942401,0.0055717956772354076,0.02373239294692962,3.1626828595120626,0.0017525267486111415,0.004835594523253248,0.0024451306729342728
US,announce,1,"[-1,+1]",m1_p1,baseline,255,0.018730520622938014,0.05605811160612231,0.0035104951200116137,0.011849950187715251,0.025611091058160777,5.335578026063756,2.1091143068477749e-07,0.003750212597983871,5.898156238513122e-07
US,effective,0,"[-5,+5]",m5_p5,baseline,116,-0.005858490268934902,0.09156847899450739,0.008501919836621661,-0.022522253148713357,0.01080527261084355,-0.6890785118556051,0.49216181049538565,0.009170669761770379,0.5229341466302276
US,effective,0,"[-3,+3]",m3_p3,baseline,116,0.007689494040466437,0.09955783232435403,0.009243712670822574,-0.010428182794345809,0.025807170875278684,0.8318620790473109,0.4072108274993246,0.00980488603324129,0.4328927036399022
US,effective,0,"[-1,+1]",m1_p1,baseline,113,-0.006123113640002319,0.06712766237747385,0.006314839284429813,-0.01850019863748475,0.006253971357480115,-0.9696388719028491,0.33431585062225494,0.006748147129720484,0.3642074567924476
US,effective,1,"[-5,+5]",m5_p5,baseline,259,0.00020783082967753796,0.08154323392327655,0.005066850018188746,-0.009723195205972405,0.01013885686532748,0.041017758357061354,0.9673134624604917,0.00539451940968132,0.9692680691008437
US,effective,1,"[-3,+3]",m3_p3,baseline,259,-0.0007914978454326903,0.06535356151128742,0.00406087272236137,-0.008750808381260973,0.007167812690395593,-0.19490831147557847,0.8456181244321953,0.004216363581072732,0.8510957656335287
US,effective,1,"[-1,+1]",m1_p1,baseline,258,-0.0015137585085601077,0.04481029475153909,0.0027897670957494646,-0.006981702016229058,0.003954184999108843,-0.5426110698869793,0.5878678409957296,0.00293827037277386,0.6064223975927205
CN,announce,0,"[0,+5]",p0_p5,baseline,137,-0.019446598540145982,0.04723840499179166,0.004035849304306287,-0.027356863176586303,-0.01153633390370566,-4.818464980691001,3.809720290266681e-06,0.004240047010802528,4.509303494114468e-06
CN,announce,0,"[0,+20]",p0_p20,baseline,137,-0.026521686131386734,0.09589979715151764,0.008193272606988312,-0.04258050044108383,-0.010462871821689642,-3.2370076529329093,0.0015174059052240653,0.017219650492148863,0.1235118866673785
CN,announce,0,"[0,+60]",p0_p60,baseline,137,-0.01577208759124072,0.15853334009873093,0.01354441731167664,-0.042319145522126934,0.010774970339645494,-1.164471473988298,0.2462716139562226,0.02498941223840053,0.5279419262977614
CN,announce,0,"[0,+120]",p0_p120,baseline,137,0.018313036496350465,0.2521957043512277,0.02154653312557436,-0.02391816842977528,0.06054424142247621,0.849929610003665,0.39685798777953624,0.05234895002724631,0.7264691031263597
CN,announce,1,"[0,+5]",p0_p5,baseline,137,0.027048291970802902,0.06240306081201659,0.005331453286971108,0.016598643528339528,0.037497940413266276,5.07334314208528,1.2573861392069653e-06,0.009758397974803814,0.005574790022814991
CN,announce,1,"[0,+20]",p0_p20,baseline,137,0.018104963503649756,0.11259395338066941,0.00961955062833789,-0.0007493557278925068,0.036959282735192014,1.8821007553424576,0.06195910771691031,0.012480724233720637,0.14688178944113625
CN,announce,1,"[0,+60]",p0_p60,baseline,137,0.022772467153284823,0.17459430052275518,0.014916597764531737,-0.006464064465197379,0.052008998771767026,1.5266528944980033,0.12916966702907529,0.025002848945850104,0.3624034533670779
CN,announce,1,"[0,+120]",p0_p120,baseline,137,0.0013649562043796294,0.23668652149656744,0.020221494211893513,-0.03826917245093165,0.040999084859690914,0.06750026432650136,0.9462825866699707,0.028941879239774107,0.9623841328049374
CN,effective,0,"[0,+5]",p0_p5,baseline,137,-0.0013900510948904367,0.052221955721443156,0.0044616227771560575,-0.01013483173811631,0.007354729548335436,-0.311557288529105,0.7558540886558622,0.007786833975728397,0.8583201125049652
CN,effective,0,"[0,+20]",p0_p20,baseline,137,-0.009381875912408655,0.09469221870986928,0.008090102218096716,-0.02523847625987822,0.006474724435060907,-1.1596733464531974,0.248213734268119,0.021060978688462722,0.6559855645939809
CN,effective,0,"[0,+60]",p0_p60,baseline,137,0.03282037226277382,0.17279263361511432,0.014762670972611951,0.0038855371564543925,0.06175520736909324,2.2232001460753903,0.027852727286126932,0.023920639555172592,0.1700471084491998
CN,effective,0,"[0,+120]",p0_p120,baseline,137,0.02506839416058404,0.24963554376057423,0.021327803845013416,-0.016734101375642255,0.06687088969681033,1.1753856300795449,0.2418941020059072,0.057513739976158815,0.66293256231051
CN,effective,1,"[0,+5]",p0_p5,baseline,137,-0.0015511751824816766,0.05667909653438716,0.004842422015662119,-0.011042322333179429,0.007939971968216077,-0.32033044155685375,0.7492094853816872,0.006759546689127287,0.8184965064772346
CN,effective,1,"[0,+20]",p0_p20,baseline,137,-0.011717868613138584,0.10814148226756799,0.009239150349213802,-0.029826603297597634,0.006390866071320465,-1.2682842220589805,0.2068632408421878,0.013875592292231826,0.3983928441096486
CN,effective,1,"[0,+60]",p0_p60,baseline,137,-0.025894328467153175,0.1625193845889264,0.013884968075096461,-0.05310886589434224,0.0013202089600358874,-1.864918113394602,0.06434794340309927,0.012084226207496156,0.032127509085263295
CN,effective,1,"[0,+120]",p0_p120,baseline,137,-0.013959291970802866,0.23291275355481847,0.019899079457945588,-0.05296148770837622,0.025042903766770486,-0.7015044087996242,0.48418696357205704,0.01978755657973387,0.4805252013356919
US,announce,0,"[0,+5]",p0_p5,baseline,115,0.0021407605130633646,0.05317404262973263,0.00495850504258011,-0.0075779093703936505,0.01185943039652038,0.4317350682675601,0.6667494051492435,0.005257996272674535,0.6839023852731482
US,announce,0,"[0,+20]",p0_p20,baseline,115,0.009171719114196482,0.13985082464714257,0.013041156641983343,-0.016388947904090873,0.03473238613248383,0.7032903112803663,0.48330870705298373,0.013520683919452093,0.49755152972484795
US,announce,0,"[0,+60]",p0_p60,baseline,115,0.012422126055129776,0.23837158143314277,0.022228264583425316,-0.031145272528383845,0.055989524638643394,0.5588437193784546,0.5773644985217885,0.02634743211586836,0.6373023678600842
US,announce,0,"[0,+120]",p0_p120,baseline,116,0.05838627500017929,0.3505834101147099,0.03255085245025756,-0.005413395802325527,0.1221859458026841,1.7936941924762806,0.07548995141851297,0.036977599750327265,0.11434446237726396
US,announce,1,"[0,+5]",p0_p5,baseline,257,0.008180008861415098,0.07254787439358094,0.004525412068872886,-0.0006897987935757591,0.017049816516405955,1.8075721584957096,0.07184685285403415,0.004651847610824551,0.07867216235368651
US,announce,1,"[0,+20]",p0_p20,baseline,259,0.0025913604807624455,0.09930170785361783,0.006170307897252204,-0.009502442997851874,0.014685163959376763,0.4199726373324813,0.6748549723322067,0.006365162726395185,0.6839226895651969
