cn_coef,cn_se,cn_t,cn_p_value,gap_length_coef,gap_length_p_value,n_obs,r_squared
0.005025559579311252,0.009682296332356554,0.519046247584543,0.6037284910140779,0.0006763157585835517,0.33094571797836037,455,0.00753420395043336
