cn_mean,us_mean,diff_mean,boot_p_value,boot_ci_low,boot_ci_high,n_cn,n_us,n_boot,cluster_method,n_cn_clusters,n_us_clusters
0.02749536496350368,0.026055084059745076,0.0014402809037586048,1.0,-0.032207099862879306,0.03962898890394848,137,318,5000,announce_date,8,238
