market,event_phase,inclusion,window,window_slug,sample_filter,n_events,mean_car,std_car,se_car,ci_low_95,ci_high_95,t_stat,p_value
CN,announce,0,"[0,+20]",p0_p20,winsorized_1pct,117,-0.004884106190555068,0.09406829379999847,0.008696616838238608,-0.02192947519350274,0.012161262812392604,-0.5616099089337692,0.5754652770075745
CN,announce,0,"[0,+60]",p0_p60,winsorized_1pct,117,0.004227788940897053,0.16285435113249974,0.015055890088221661,-0.025281755632017407,0.03373733351381151,0.2808063100968361,0.779359189766669
CN,announce,0,"[0,+120]",p0_p120,winsorized_1pct,117,0.08579240319301148,0.27127853348168773,0.02507970929233076,0.0366361729800432,0.13494863340597976,3.4207893796937405,0.0008628470123237281
CN,announce,1,"[0,+5]",p0_p5,winsorized_1pct,117,0.02644882755755424,0.06328543380137663,0.005850740424637061,0.0149813763252656,0.03791627878984288,4.520594939775497,1.4959143967041896e-05
CN,announce,1,"[0,+20]",p0_p20,winsorized_1pct,117,0.01873020803100533,0.10960488581779473,0.010132975278395762,-0.001130423514650366,0.038590839576661026,1.8484411060332389,0.06708534401858969
CN,announce,1,"[0,+60]",p0_p60,winsorized_1pct,117,0.027643649716593187,0.178053601868841,0.01646106131587582,-0.0046200304625234195,0.05990732989570979,1.6793358086779226,0.09577821727410706
CN,announce,1,"[0,+120]",p0_p120,winsorized_1pct,117,0.01465183433040847,0.25261716319864,0.023354464999357723,-0.03112291706833267,0.06042658572914961,0.6273675860616552,0.5316512761679316
CN,effective,0,"[0,+5]",p0_p5,winsorized_1pct,117,0.004803433267312437,0.0486907736297213,0.004501463614460769,-0.0040194354170306704,0.013626301951655545,1.0670825488584652,0.2881503571539881
CN,effective,0,"[0,+20]",p0_p20,winsorized_1pct,117,0.009390259492155972,0.09393353606866792,0.008684158481569955,-0.007630691131721138,0.026411210116033083,1.0813090885069114,0.2818024994350576
CN,effective,0,"[0,+60]",p0_p60,winsorized_1pct,117,0.03944288863551681,0.18480270355517495,0.0170850159875014,0.005956257300014069,0.07292951997101954,2.3086246254830196,0.022735463394216917
CN,effective,0,"[0,+120]",p0_p120,winsorized_1pct,117,0.09298531703312088,0.27459787132660723,0.025386582184649873,0.04322761595120713,0.14274301811503462,3.6627741519827324,0.00037736341252477115
CN,effective,1,"[0,+5]",p0_p5,winsorized_1pct,117,-0.005257512277386935,0.054939520413632655,0.005079160458993669,-0.015212666777014525,0.004697642222240655,-1.0351144288181444,0.3027685715473155
CN,effective,1,"[0,+20]",p0_p20,winsorized_1pct,117,-0.01369605005018302,0.09948458953131754,0.009197353555734701,-0.03172286301942304,0.004330762919056994,-1.4891294508998523,0.13916707646925275
CN,effective,1,"[0,+60]",p0_p60,winsorized_1pct,117,-0.01824611888927915,0.17161022046627228,0.015865370494482677,-0.0493422450584652,0.012850007279906896,-1.1500594263225306,0.252484841001011
CN,effective,1,"[0,+120]",p0_p120,winsorized_1pct,117,-0.0025436596993492775,0.24998363843240062,0.023110995548591556,-0.047841210974588724,0.04275389157589017,-0.11006274887644528,0.9125497991825563
US,announce,0,"[0,+5]",p0_p5,winsorized_1pct,115,0.0023611767516141116,0.05078226003152564,0.004735470165270757,-0.006920344772316571,0.011642698275544795,0.4986150623291084,0.619011297191219
US,announce,0,"[0,+20]",p0_p20,winsorized_1pct,115,0.005018333434790825,0.12228340292665774,0.0114029861197096,-0.01733151935983999,0.02736818622942164,0.44008941009906505,0.6607056148509932
US,announce,0,"[0,+60]",p0_p60,winsorized_1pct,115,0.007406601559981419,0.22416191692583262,0.02090320653577047,-0.0335636832501287,0.04837688637009154,0.3543284877038805,0.7237472840411255
US,announce,0,"[0,+120]",p0_p120,winsorized_1pct,116,0.05123551309746539,0.3289018249527686,0.03053776780582694,-0.008618511801955407,0.1110895379968862,1.6777753181975894,0.09610678640290458
US,announce,1,"[0,+5]",p0_p5,winsorized_1pct,256,0.008188710673658213,0.06850088588106977,0.004281305367566861,-0.00020264784677283439,0.01658006919408926,1.912666808514058,0.056910919087353525
US,announce,1,"[0,+20]",p0_p20,winsorized_1pct,258,0.001911499255701246,0.09424678269453036,0.005867548399297691,-0.009588895606922228,0.013411894118324719,0.32577477433846835,0.7448598560556858
US,announce,1,"[0,+60]",p0_p60,winsorized_1pct,258,0.004162008771866611,0.15488135249513774,0.009642491827645674,-0.01473727521031891,0.02306129275405213,0.43163207667273834,0.6663707124441746
US,announce,1,"[0,+120]",p0_p120,winsorized_1pct,258,0.01826315251139126,0.1868096394321789,0.011630260147726754,-0.004532157378153177,0.0410584624009357,1.5703133274246637,0.11757256963494622
US,effective,0,"[0,+5]",p0_p5,winsorized_1pct,107,0.004230575930041551,0.06928420988226287,0.0066979573807881675,-0.008897420536303257,0.017358572396386357,0.6316218049066963,0.5289938354871795
US,effective,0,"[0,+20]",p0_p20,winsorized_1pct,107,0.007769605676350405,0.1345108646665866,0.013003656104627233,-0.01771756028871897,0.03325677164141978,0.5974939366156923,0.5514519311784485
US,effective,0,"[0,+60]",p0_p60,winsorized_1pct,107,0.011018983777946651,0.2590980434465341,0.025047953284010317,-0.038075004658713565,0.060112972214606875,0.4399155353336099,0.6608939458801406
US,effective,0,"[0,+120]",p0_p120,winsorized_1pct,108,0.05417790429288661,0.3695495192295326,0.03555991906767791,-0.015519537079762093,0.12387534566553532,1.523566580389984,0.1305671638859663
US,effective,1,"[0,+5]",p0_p5,winsorized_1pct,258,-0.006636879124545284,0.0491559572188364,0.0030603162235273637,-0.012635098922658915,-0.0006386593264316514,-2.1686906318770953,0.031023595991103717
US,effective,1,"[0,+20]",p0_p20,winsorized_1pct,258,-0.009380733777646812,0.08575260802304024,0.005338724182999543,-0.019844633176325916,0.001083165621032292,-1.757111522546625,0.08008954446069219
US,effective,1,"[0,+60]",p0_p60,winsorized_1pct,258,-0.004260827560647698,0.14953929853222922,0.009309910074901716,-0.02250825130745506,0.013986596186159666,-0.4576658127057881,0.6475792317063925
US,effective,1,"[0,+120]",p0_p120,winsorized_1pct,258,0.004934642704733493,0.19537599323224128,0.01216357804028852,-0.018905970254232005,0.02877525566369899,0.4056900599797889,0.6853078907958254
CN,announce,0,"[-5,+5]",m5_p5,nonoverlap_120d,117,-0.011116897583161303,0.06450639549473218,0.005963618373118362,-0.02280558959447329,0.0005717944281506872,-1.8641195475002035,0.064833085528435
CN,announce,0,"[-3,+3]",m3_p3,nonoverlap_120d,117,-0.011663533709063967,0.043480947156889896,0.004019814986664274,-0.019542371082925943,-0.0037846963352019918,-2.9015100813738224,0.004444801475165563
CN,announce,0,"[-1,+1]",m1_p1,nonoverlap_120d,117,-0.00586557131006213,0.030432956692218537,0.0028135278414812533,-0.011380085879365386,-0.0003510567407588733,-2.084774575031058,0.0392839793270098
CN,announce,1,"[-5,+5]",m5_p5,nonoverlap_120d,117,0.031074897553685248,0.07049767725123024,0.006517512567446713,0.01830057292148969,0.043849222185880804,4.767907577025062,5.452210743128993e-06
CN,announce,1,"[-3,+3]",m3_p3,nonoverlap_120d,117,0.0103473100955927,0.05522824451498321,0.00510585301160602,0.0003398381928449018,0.0203547819983405,2.026558553893428,0.04500103272883295
CN,announce,1,"[-1,+1]",m1_p1,nonoverlap_120d,117,0.017619424194638394,0.03864634248974357,0.0035728556270746945,0.010616627165571994,0.024622221223704794,4.931468280195928,2.7479893106073897e-06
CN,effective,0,"[-5,+5]",m5_p5,nonoverlap_120d,117,0.007708177357534776,0.07432074913404223,0.006870955688043208,-0.005758895791029912,0.021175250506099464,1.1218493769285247,0.26424334456519605
CN,effective,0,"[-3,+3]",m3_p3,nonoverlap_120d,117,0.004602754355183079,0.06117344277451273,0.005655486785132506,-0.006481999743676634,0.015687508454042792,0.8138564424344664,0.41739468727317447
CN,effective,0,"[-1,+1]",m1_p1,nonoverlap_120d,117,0.0031819291128131,0.044126064762486324,0.004079456130399722,-0.004813804902770354,0.011177663128396555,0.7799885600194754,0.43698621381656616
