market,event_phase,specification,dependent_variable,parameter,coefficient,std_error,t_stat,p_value
US,announce,volume_mechanism,volume_change,pre_event_return,0.05262893868691643,0.1781971972447798,0.2953410014335013,0.7677333980324477
US,announce,volatility_mechanism,volatility_change,const,-0.035207236309714084,0.028842314480396612,-1.2206799954852288,0.22220720482762668
US,announce,volatility_mechanism,volatility_change,treatment_group,0.004601708064012232,0.0012035100895032662,3.823572485305486,0.00013153189974020896
US,announce,volatility_mechanism,volatility_change,log_mkt_cap,0.0015186703265330898,0.001244774444135548,1.2200365565729083,0.22245101710814041
US,announce,volatility_mechanism,volatility_change,pre_event_return,-0.007882898845693523,0.008090551045760572,-0.9743339855477634,0.32989073533403257
US,effective,main_car,car_m1_p1,const,-0.05455936385345034,0.06683411077440851,-0.8163400877376781,0.41430565256582885
US,effective,main_car,car_m1_p1,treatment_group,-0.00019129925368279404,0.0030863032366848495,-0.061983298144183005,0.9505761325744883
US,effective,main_car,car_m1_p1,log_mkt_cap,0.002245218512340194,0.002884547099693372,0.7783608430518819,0.4363563160552084
US,effective,main_car,car_m1_p1,pre_event_return,-0.011412423734822569,0.015766592403863064,-0.723835781536811,0.46916655920370565
US,effective,turnover_mechanism,turnover_change,const,-0.04222250772037771,0.025880834580360487,-1.63141986744191,0.10280175556959406
US,effective,turnover_mechanism,turnover_change,treatment_group,-0.027825709438538935,0.0019849986295175062,-14.0179993198799,1.2097725067860455e-44
US,effective,turnover_mechanism,turnover_change,log_mkt_cap,0.0017643393824254905,0.0011171087564720522,1.5793801384186275,0.1142488902559076
US,effective,turnover_mechanism,turnover_change,pre_event_return,-0.007842418571462634,0.006563625142814293,-1.194830356826263,0.23215331717961718
US,effective,volume_mechanism,volume_change,const,-0.40759575253750163,0.8849823148126921,-0.46056937603749737,0.6451075869747136
US,effective,volume_mechanism,volume_change,treatment_group,-0.5643469643009065,0.08718391362585272,-6.473062986398906,9.6035894990702e-11
US,effective,volume_mechanism,volume_change,log_mkt_cap,0.012839971033568418,0.03833757290760333,0.334918724889387,0.737686396623766
US,effective,volume_mechanism,volume_change,pre_event_return,-0.5273915139817172,0.1835017640664146,-2.8740405666663724,0.004052569065833465
US,effective,volatility_mechanism,volatility_change,const,-0.02822127660921279,0.027558763640386532,-1.0240400105560383,0.3058163771466772
US,effective,volatility_mechanism,volatility_change,treatment_group,0.00037450625559688885,0.0011841623868557442,0.3162625833702583,0.7518032088203297
US,effective,volatility_mechanism,volatility_change,log_mkt_cap,0.001213718139048815,0.0011894294339284473,1.020420467517898,0.3075290909403898
US,effective,volatility_mechanism,volatility_change,pre_event_return,-0.02152112972007904,0.006152753102121338,-3.497804862779073,0.00046910422723801484
