market,covariate,treated_mean,control_mean,treated_std,control_std,pooled_std,smd,balanced,n_treated,n_control
CN,mkt_cap_log,24.639567939843747,24.755910064016987,0.7768241203200308,0.5119962011506596,0.6578737811707107,-0.1768456617410789,True,234,702
CN,pre_event_return,0.04485347289002542,0.02719271732687547,0.13355444432919938,0.07766415892323644,0.10924401855784815,0.16166336423991967,True,234,702
CN,pre_event_volatility,0.02465488480266044,0.023095467197164925,0.01111235666557945,0.00833676248007824,0.009823087073631392,0.15875025781676502,True,234,702
US,mkt_cap_log,23.145846118847363,23.140738481258985,1.0896060479443963,0.7116225593840072,0.9202304077624394,0.005550389929840217,True,340,1020
US,pre_event_return,0.023712339792723296,0.008178482918342868,0.12224768150844541,0.10577894912724049,0.11431028324838854,0.13589203379565076,True,340,1020
US,pre_event_volatility,0.02345144042789362,0.022029450394248886,0.01864929875365774,0.012607053686502891,0.015917508389467653,0.08933496366715542,True,340,1020
