event_id,status,selected_controls,sector_relaxed,sector_filter_mode
CN-csi300-601059-20231124-20231208-add-01,matched,3,True,penalized
CN-csi300-601077-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-601077-20211126-20211210-del-02,matched,3,True,penalized
CN-csi300-601077-20250530-20250613-add-03,matched,3,True,penalized
CN-csi300-601100-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-601108-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-601117-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-601127-20241129-20241213-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-601136-20241129-20241213-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-601155-20240531-20240614-del-01,skipped_no_valid_match,0,True,penalized
CN-csi300-601162-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-601216-20231124-20231208-del-01,matched,3,True,penalized
