market,event_phase,inclusion,window,window_slug,n_events,mean_car,std_car,se_car,ci_low_95,ci_high_95,t_stat,p_value
CN,announce,0,"[0,+5]",p0_p5,117,-0.010136895919474026,0.04511369378899725,0.0041707624662002795,-0.018311590353226576,-0.001962201485721479,-2.4304658924172964,0.016611166857269245
CN,announce,0,"[0,+20]",p0_p20,117,-0.004700323066425426,0.09656695096781881,0.008927617775120194,-0.022198453905661008,0.012797807772810154,-0.5264924176664971,0.5995513853617747
CN,announce,0,"[0,+60]",p0_p60,117,0.004400975629149599,0.1724494638720836,0.01594295857479672,-0.026847223177451973,0.03564917443575117,0.2760451021999669,0.7830046131010403
CN,announce,0,"[0,+120]",p0_p120,117,0.08534466006393243,0.27699690492467044,0.025608372919249302,0.0351522491422038,0.13553707098566106,3.332685771682923,0.0011546920948883196
CN,announce,1,"[0,+5]",p0_p5,117,0.026718321828495657,0.06444845280426785,0.005958261569489965,0.015040129152295327,0.038396514504695986,4.484247882857344,1.730260736962803e-05
CN,announce,1,"[0,+20]",p0_p20,117,0.018379990472335222,0.1114629236236435,0.010304750934312129,-0.0018173213589165495,0.038577302303587,1.7836423790830938,0.07709667590852025
CN,announce,1,"[0,+60]",p0_p60,117,0.027583278312353715,0.17904896665235873,0.01655308282266465,-0.004860764020068999,0.06002732064477643,1.666352945119468,0.09834123135261215
CN,announce,1,"[0,+120]",p0_p120,117,0.015629484878666514,0.2562390680394345,0.023689310220340692,-0.03080156315320124,0.06206053291053427,0.6597695219190614,0.5107095668903934
CN,effective,0,"[0,+5]",p0_p5,117,0.006003155531358274,0.053934451337482855,0.004986241790033635,-0.0037698783771076506,0.015776189439824197,1.2039439289440832,0.23106224493386943
CN,effective,0,"[0,+20]",p0_p20,117,0.009033078366256607,0.09504216892591073,0.008786651625479008,-0.008188758819682248,0.02625491555219546,1.0280455799639334,0.3060672847390969
CN,effective,0,"[0,+60]",p0_p60,117,0.04039424883184743,0.1910626034633824,0.017663743938740227,0.005773310711916585,0.07501518695177828,2.28684524480988,0.024018667824932362
CN,effective,0,"[0,+120]",p0_p120,117,0.09369297202460446,0.279019871358516,0.025795396232217837,0.0431339954094575,0.1442519486397514,3.6321586682039086,0.0004198848827720206
CN,effective,1,"[0,+5]",p0_p5,117,-0.004944854106224806,0.05614551095945943,0.005190654324396316,-0.015118536582041583,0.005228828369591972,-0.9526456198371296,0.34275049817040804
CN,effective,1,"[0,+20]",p0_p20,117,-0.013719403116178745,0.1021836488191281,0.009446881675163376,-0.03223529119949896,0.004796484967141471,-1.4522679110344079,0.14912663587130628
CN,effective,1,"[0,+60]",p0_p60,117,-0.018197314275686577,0.17304651408891075,0.015998155886868443,-0.04955369981394873,0.013159071262575574,-1.1374632429118434,0.25768873981369017
CN,effective,1,"[0,+120]",p0_p120,117,-0.0018208182563011794,0.2535244821353109,0.023438346664726092,-0.047759977719164314,0.04411834120656196,-0.07768543926528096,0.9382121178760022
US,announce,0,"[0,+5]",p0_p5,115,0.002586314627094807,0.053106493089729395,0.004952206015495366,-0.007120009163276111,0.012292638417465723,0.5222550554242441,0.602506127561718
US,announce,0,"[0,+20]",p0_p20,115,0.008410276341566455,0.1398059518283026,0.013036972230050587,-0.017142189229332694,0.03396274191246561,0.6451096307607784,0.5201523323905208
US,announce,0,"[0,+60]",p0_p60,115,0.008823322333676902,0.23807599623941,0.02220070112198527,-0.034690051865414226,0.052336696532768026,0.39743440016582177,0.6917903185251779
US,announce,0,"[0,+120]",p0_p120,116,0.054277104986383023,0.3511925586783667,0.03260741047452172,-0.009633419543679536,0.11818762951644558,1.664563490216227,0.09872226056519175
US,announce,1,"[0,+5]",p0_p5,256,0.007905864743435227,0.07255650113945607,0.004534781321216004,-0.0009823066461481407,0.016794036133018594,1.7433838995604014,0.08247181880658526
US,announce,1,"[0,+20]",p0_p20,258,0.002632971081661141,0.09940422360808915,0.006188636645619127,-0.009496756743752346,0.014762698907074628,0.4254525241072272,0.6708628642521267
US,announce,1,"[0,+60]",p0_p60,258,0.004754136152691414,0.1665534145319504,0.010369162669477797,-0.015569422679485068,0.025077694984867897,0.45848795165355805,0.6469893849293806
US,announce,1,"[0,+120]",p0_p120,258,0.019609251516672786,0.2003972286523609,0.012476186502980685,-0.004844074029169358,0.04406257706251493,1.5717344007311802,0.11724245008111732
US,effective,0,"[0,+5]",p0_p5,107,0.008339555728792861,0.10353814327113141,0.010009410110824046,-0.011278888088422267,0.02795799954600799,0.8331715492179277,0.40662140152937354
US,effective,0,"[0,+20]",p0_p20,107,0.015585619859882452,0.1748984889159892,0.01690807511140353,-0.017554207358468465,0.04872544707823337,0.9217855821666443,0.3587337049981376
US,effective,0,"[0,+60]",p0_p60,107,0.016066773794585893,0.28510785963445295,0.02756241712223349,-0.03795556376499175,0.07008911135416353,0.5829232510099948,0.5611830431216711
