market,event_phase,inclusion,n_events,short_window_slug,long_window_slug,short_mean_car,long_mean_car,car_reversal,retention_ratio,retention_ratio_valid,retention_note
CN,announce,0,121,p0_p20,p0_p120,-0.004700323066425424,0.08534466006393245,-0.09004498313035787,,False,短窗口基数过小，不适合解释保留率。
CN,announce,1,118,p0_p20,p0_p120,0.018379990472335222,0.015629484878666514,0.0027505055936687083,0.8503532633594858,True,短窗口基数充足，可用于解释长期保留率。
CN,effective,0,121,p0_p20,p0_p120,0.009033078366256608,0.09369297202460447,-0.08465989365834786,10.372208479292947,True,短窗口基数充足，可用于解释长期保留率。
CN,effective,1,118,p0_p20,p0_p120,-0.013719403116178744,-0.001820818256301179,-0.011898584859877565,0.13271847476760565,True,短窗口基数充足，可用于解释长期保留率。
US,announce,0,293,p0_p20,p0_p120,0.008410276341566455,0.054277104986383023,-0.04586682864481657,6.453664871643641,True,短窗口基数充足，可用于解释长期保留率。
US,announce,1,318,p0_p20,p0_p120,0.00263297108166114,0.019609251516672793,-0.01697628043501165,,False,短窗口基数过小，不适合解释保留率。
US,effective,0,293,p0_p20,p0_p120,0.015585619859882452,0.05651736353011216,-0.040931743670229705,3.626250610384027,True,短窗口基数充足，可用于解释长期保留率。
US,effective,1,318,p0_p20,p0_p120,-0.009121830937935324,0.0040724897524518295,-0.013194320690387153,-0.4464552983015069,True,短窗口基数充足，可用于解释长期保留率。
