batch_id,announce_date,effective_date,ticker,security_name,inclusion,reconstructed_running_variable,cutoff,distance_to_cutoff,boundary_side,reference_warning
2025-05-30,2025-05-30,2025-06-13,603806,福斯特,1,301,300,1,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-05-30,2025-05-30,2025-06-13,002129,TCL中环,1,298,300,-2,left_of_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-05-30,2025-05-30,2025-06-13,601699,潞安环能,1,302,300,2,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-05-30,2025-05-30,2025-06-13,002459,晶澳科技,1,297,300,-3,left_of_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-05-30,2025-05-30,2025-06-13,002555,三七互娱,0,303,300,3,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-05-30,2025-05-30,2025-06-13,002007,华兰生物,0,296,300,-4,left_of_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-05-30,2025-05-30,2025-06-13,688472,阿特斯,1,304,300,4,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-05-30,2025-05-30,2025-06-13,002812,恩捷股份,0,295,300,-5,left_of_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-05-30,2025-05-30,2025-06-13,300450,先导智能,0,305,300,5,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-05-30,2025-05-30,2025-06-13,002271,东方雨虹,0,294,300,-6,left_of_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-05-30,2025-05-30,2025-06-13,603659,璞泰来,0,306,300,6,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-05-30,2025-05-30,2025-06-13,601865,福莱特,1,307,300,7,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-05-30,2025-05-30,2025-06-13,000983,山西焦煤,1,308,300,8,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-05-30,2025-05-30,2025-06-13,002709,天赐材料,1,309,300,9,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
