status,evidence_tier,evidence_status,source_kind,source_label,source_file,generated_at,as_of_date,batch_label,coverage_note,message,note,input_file,input_exists,used_demo,candidate_rows,candidate_batches,treated_rows,control_rows,crossing_batches,audit_file,validation_error
real,L3,正式边界样本,official,正式候选样本文件,data/raw/hs300_rdd_candidates.csv,2026-05-06T16:50:25+08:00,2020-11-27 至 2025-11-28,11 个批次（csi300-2020-11 至 csi300-2025-11）,356 条候选；11 个批次；调入 191 / 对照 165；11 个批次覆盖 cutoff 两侧。,当前正在使用你提供的真实候选排名文件：`hs300_rdd_candidates.csv`。,基于真实候选排名变量，可作为更强识别证据。,data/raw/hs300_rdd_candidates.csv,True,False,356,11,191,165,11,results/literature/hs300_rdd/candidate_batch_audit.csv,
